0,-3515490.327033511,8390716.310243394,4127627.352553683,-4357.676322178152,-3356.579138764549,3111.892927869901,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
60,-3774358.410746554,8183331.841447829,4311321.872965696,-4270.225523229312,-3555.405536712341,3010.523194717179,0.9995611351010087,-0.0006483763369034088,-0.0003271871204667672,-1.439802197169744e-05,-2.178144411252822e-05,-1.111949030014294e-05,-0.0006483853715515091,1.00077861412965,0.0007557617476779959,-2.178219697948907e-05,2.554878671936699e-05,2.527270837186792e-05,-0.0003271884373998293,0.0007557542645615519,0.9996607690924524,-1.11196000417138e-05,2.527208479885163e-05,-1.111621695258849e-05,59.99135711913587,-0.01306825415924356,-0.006670239815781092,0.9995747421232405,-0.0006583668691880469,-0.0003399044555400954,-0.013068344514474,60.01532266558645,0.015162210774045,-0.0006583759043369019,1.000753783921936,0.0007604076930309399,-0.006670252986404719,0.01516213593600763,59.9933264368978,-0.0003399057725496008,0.0007604002095747658,0.9996719922649212
120,-4027794.571541637,7964170.20129915,4488803.477132496,-4176.634105473458,-3749.104412539529,2904.820730088924,0.9983011002800254,-0.002632877066403713,-0.001360437886359736,-2.735305529724364e-05,-4.451768688519275e-05,-2.354374747988621e-05,-0.002633165994380131,1.003017509163279,0.003041544499703414,-4.45297212617636e-05,4.868051358951102e-05,5.098659483313544e-05,-0.001360480002157393,0.003041305195766809,0.9986896737430597,-2.354550168537669e-05,5.097662749013894e-05,-2.105157156406434e-05,119.9342218452235,-0.1068279244069155,-0.05645863688226916,0.998412601933787,-0.002707110298093678,-0.00146353278497154,-0.10683370393087,120.1166240205494,0.1223175316458151,-0.002707399209551264,1.002815849374329,0.003073555820649038,-0.05645947934244467,0.1223127448163168,119.9493530139336,-0.001463574898712804,0.003073316535237194,0.9987798314492373
180,-4275434.398733625,7733547.443468021,4659816.764721802,-4077.037742558631,-3937.396976459389,2794.938672990186,0.9963098947828332,-0.006007111739621013,-0.003179473546457501,-3.875195755254444e-05,-6.808420395340962e-05,-3.73196362065103e-05,-0.006009303367800933,1.00657252616067,0.006881341143942401,-6.814503457981931e-05,6.942492874233535e-05,7.706008679781158e-05,-0.003179793013828883,0.006879525979619707,0.9971594299291379,-3.732850337194297e-05,7.700970605087696e-05,-2.974459889357566e-05,179.7897424126703,-0.3675829467804018,-0.2011764384793286,0.996694536828076,-0.006238059619736529,-0.003531439631813174,-0.3676487230329536,180.3733252875903,0.4157049641045857,-0.0062402510467711,1.005882826725146,0.006971819756248062,-0.201186026581579,0.4156504872986998,179.8384403636069,-0.003531759075380273,0.006970004814090686,0.9974644839891149
240,-4516921.882552844,7491796.113142838,4824115.70510196,-3971.580755885365,-4120.012366700206,2681.036168739432,0.9936841442479187,-0.01081687914556636,-0.00586664576571681,-4.84871278346714e-05,-9.234524487653662e-05,-5.248787850765074e-05,-0.01082610062652214,1.011301447613573,0.01229443416073261,-9.253709370720484e-05,8.781682820734583e-05,0.0001034177450427377,-0.005867989971432402,0.01228679688595771,0.9951463146140879,-5.251584442493675e-05,0.0001032588582624886,-3.713815014331141e-05,239.5303126050608,-0.886374279359007,-0.5024248907698468,0.9946141509167569,-0.01131706019292087,-0.006709131226372218,-0.8867434198420978,240.8365208926681,0.9908875093095749,-0.01132628051861112,1.009647657303695,0.01246698515736173,-0.5024787008199508,0.9905817915666373,239.6395088292805,-0.006710475303250903,0.01245934915338559,0.9958700839577957
300,-4751909.926502054,7239264.759655487,4981463.990611571,-3860.415895648803,-4296.6880370893,2563.278130641642,0.9905267438765482,-0.01709950965549216,-0.009506551470947209,-5.645731424948409e-05,-0.0001171543766794395,-6.908250561854669e-05,-0.01712759702443725,1.017064269710337,0.01929576333720079,-0.0001176214975595539,0.0001038950364474786,0.0001299902440624262,-0.009510645800525219,0.01927250185798254,0.9927298914972538,-6.915059953865266e-05,0.000129603392831816,-4.317989924193153e-05,299.1402772725789,-1.757382202000469,-1.031842740311348,0.9923759015928815,-0.01798271868888927,-0.01116540336365744,-1.758788269936251,301.5388407353302,1.943523261943382,-0.01801080157400344,1.013802378647952,0.0195504885472788,-1.032047709324265,1.942358809945633,299.3401880751593,-0.01116949722345183,0.01952723198406547,0.9941425805308913
360,-4980060.846218047,6976317.426251158,5131635.375290914,-3743.704110022221,-4467.170131250548,2441.834993780538,0.9869464538873772,-0.02488324253331952,-0.01418561575160224,-6.25683961066358e-05,-0.0001423551053543672,-8.713034191378715e-05,-0.02495296904014679,1.023723413665496,0.02789629050777649,-0.0001433205609116996,0.0001177013959868365,0.0001567142928587451,-0.01419578005399802,0.02783854574934775,0.9899927069060994,-8.727108344026748e-05,0.0001559147662998196,-4.782283096204394e-05,358.6165272649504,-3.076259539346392,-1.871252529142615,0.9901932089097698,-0.02624535665619909,-0.01707063181729079,-3.080450497228229,362.4944790554285,3.368155349269423,-0.02631506957647436,1.018040889378489,0.02819380436576881,-1.871863481577495,3.364684667663069,358.9368848701595,-0.01708079478665242,0.02813607445827767,0.9924283645233217
420,-5201046.854139503,6703333.117819648,5274413.998615338,-3621.614302927754,-4631.213842950865,2316.882461367932,0.9830574489217166,-0.0341866427987261,-0.01999164484884424,-6.673413589889979e-05,-0.0001677815722172883,-0.0001066505244923206,-0.03433693372186977,1.031143876897208,0.03810335779860576,-0.0001695633155022875,0.0001292797740106831,0.0001835324979485099,-0.02001355380120512,0.03797889611376055,0.9870199570377022,-0.000106910269852882,0.0001820570242642168,-5.10257072908209e-05,417.9689783295019,-4.938408546642871,-3.112703180217675,0.9882864805564229,-0.03608618022722773,-0.02459502691337681,-4.948954325391259,423.6993881229882,5.357029399958306,-0.03623643646582075,1.022061675406718,0.03834897489153563,-3.114240580612012,5.348296344509984,418.43476806747,-0.0246169326913938,0.03822455101155872,0.9908728832590791
480,-5414550.529309853,6420705.247432558,5409594.693797217,-3494.32308084998,-4788.583762164769,2188.601244091526,0.9789788233557329,-0.04501806202918783,-0.02701335147383994,-6.887689631418013e-05,-0.0001932593215638779,-0.0001276540617783845,-0.04531014995106027,1.039193325302202,0.04992103597240392,-0.0001962854397987618,0.0001386750936122626,0.0002103931707579199,-0.02705593218551688,0.04967915335123844,0.983899127949736,-0.0001280952288156728,0.0002078873050417589,-5.275350889267559e-05,477.2209293069625,-7.437214627055499,-4.858407080114374,0.9868810657306091,-0.04745667243468054,-0.03390686420563291,-7.460655843767081,485.131633891443,7.998946984490008,-0.04774868229205195,1.025570479563504,0.04994927856343957,-4.86182455046401,7.97953572544162,477.8476703589859,-0.03394943828457188,0.04970748080272488,0.989619253089562
540,-5620265.271671765,6128841.062555051,5536983.280249747,-3362.014489154371,-4939.05420646112,2057.176792902634,0.9748340547554857,-0.05737514726206736,-0.03533985489179379,-6.892831772473719e-05,-0.0002186061356451556,-0.0001501434342781418,-0.05789961339442323,1.047742128331257,0.06335045961101675,-0.0002234291191841435,0.0001459323971093858,0.0002372500819416915,-0.03541631387122605,0.06291615289185558,0.980719609887003,-0.0001508465863245673,0.0002332564035089259,-5.297784863933864e-05,536.4092957688846,-10.66225039645369,-7.220570587270367,0.9862051516398421,-0.0602782131836134,-0.04517070333855051,-10.70964297662205,546.7519096939828,11.3781631763234,-0.06080251980537096,1.0282828972159,0.06291003138872614,-7.227480193310049,11.3389194870037,537.197906943358,-0.04524714980871192,0.06247589762916472,0.9888068788756064
