type,latitude,longitude,altitude
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.30
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
T,40.0001,-105.2614,1656.40
