type,latitude,longitude,altitude
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.90
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.80
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2620,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.80
T,40.0073,-105.2619,1654.80
T,40.0073,-105.2619,1654.80
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
T,40.0073,-105.2619,1654.70
