%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82525.726,300.39,1179.932,1019.501,-203.547,215.272,9
82525.726,300.388,1179.932,1019.501,-203.547,215.272,9
82525.726,300.388,1179.932,1019.501,-203.564,215.272,9
82521.695,300.39,1179.853,1018.54,-203.564,215.293,9
82529.758,300.388,1179.615,1019.02,-203.515,215.283,9
82521.695,300.39,1179.615,1019.341,-203.547,215.252,9
82521.695,300.391,1179.615,1018.54,-203.547,215.272,9
82521.695,300.391,1179.536,1018.54,-203.531,215.283,9
82525.726,300.391,1179.457,1018.7,-203.531,215.262,9
82533.789,300.391,1179.457,1018.54,-203.547,215.272,9
82525.726,300.393,1179.299,1018.22,-203.515,215.283,9
82521.695,300.395,1179.062,1017.9,-203.531,215.272,9
82521.695,300.393,1179.22,1017.74,-203.531,215.272,9
82521.695,300.395,1178.904,1017.9,-203.547,215.283,9
82525.726,300.393,1178.983,1017.42,-203.531,215.283,9
82525.726,300.398,1178.825,1017.259,-203.531,215.262,9
82525.726,300.393,1178.825,1017.099,-203.531,215.252,9
82525.726,300.391,1178.588,1016.939,-203.564,215.272,9
82529.758,300.395,1178.43,1016.619,-203.547,215.272,9
82521.695,300.396,1178.43,1016.619,-203.531,215.262,9
82533.789,300.395,1178.193,1016.459,-203.547,215.283,9
82529.758,300.396,1178.272,1016.139,-203.531,215.272,9
82525.726,300.393,1178.351,1015.979,-203.547,215.262,9
82529.758,300.395,1177.877,1015.658,-203.531,215.283,9
82525.726,300.393,1177.956,1015.498,-203.547,215.293,9
82533.789,300.396,1177.956,1015.658,-203.564,215.272,9
82525.726,300.396,1177.877,1015.498,-203.515,215.303,9
82521.695,300.396,1177.798,1015.178,-203.531,215.262,9
82525.726,300.396,1177.64,1015.178,-203.531,215.272,9
82533.789,300.395,1177.719,1015.018,-203.531,215.272,9
82529.758,300.396,1177.561,1015.338,-203.547,215.262,9
82529.758,300.396,1177.64,1014.378,-203.547,215.272,9
82533.789,300.396,1177.561,1014.378,-203.531,215.283,9
82533.789,300.398,1177.64,1014.698,-203.515,215.293,9
82525.726,300.396,1177.64,1014.378,-203.531,215.293,9
82529.758,300.391,1177.719,1014.538,-203.531,215.272,9
82533.789,300.395,1177.324,1014.378,-203.531,215.272,9
82537.821,300.398,1177.403,1013.897,-203.531,215.283,9
82529.758,300.393,1177.482,1014.058,-203.547,215.272,9
82533.789,300.395,1177.245,1014.218,-203.531,215.283,9
82525.726,300.395,1177.324,1014.058,-203.547,215.293,9
82533.789,300.398,1177.482,1013.897,-203.531,215.283,9
82537.821,300.391,1177.561,1013.737,-203.547,215.283,9
82533.789,300.393,1177.403,1013.577,-203.564,215.272,9
82525.726,300.393,1177.482,1013.897,-203.564,215.283,9
82525.726,300.396,1177.561,1014.058,-203.547,215.283,9
82525.726,300.393,1177.482,1013.737,-203.547,215.272,9
82541.852,300.393,1177.64,1013.897,-203.564,215.283,9
82529.758,300.393,1177.719,1014.058,-203.547,215.293,9
82529.758,300.391,1177.798,1014.058,-203.531,215.303,9
82529.758,300.391,1178.035,1014.058,-203.531,215.283,9
82525.726,300.391,1177.798,1013.737,-203.547,215.283,9
82533.789,300.39,1178.035,1014.698,-203.531,215.272,9
82525.726,300.393,1178.43,1014.538,-203.547,215.262,9
82525.726,300.39,1178.509,1014.538,-203.547,215.283,9
82529.758,300.39,1178.746,1014.858,-203.58,215.272,9
82525.726,300.396,1178.667,1015.178,-203.531,215.272,9
82533.789,300.391,1179.062,1015.338,-203.547,215.293,9
82529.758,300.39,1179.378,1015.338,-203.515,215.272,9
82529.758,300.395,1179.536,1015.819,-203.531,215.272,9
82529.758,300.395,1179.853,1015.819,-203.531,215.272,9
82533.789,300.393,1180.09,1016.139,-203.498,215.283,9
82533.789,300.39,1180.485,1016.619,-203.531,215.293,9
82533.789,300.391,1180.564,1017.099,-203.515,215.272,9
82533.789,300.393,1180.959,1016.939,-203.531,215.293,9
82529.758,300.393,1181.512,1018.22,-203.58,215.272,9
82537.821,300.395,1181.67,1018.38,-203.531,215.283,9
82537.821,300.39,1181.986,1018.54,-203.564,215.272,9
82537.821,300.395,1182.382,1019.02,-203.515,215.272,9
82529.758,300.395,1182.856,1019.181,-203.531,215.272,9
82529.758,300.396,1183.093,1019.821,-203.531,215.272,9
82533.789,300.396,1183.567,1020.141,-203.547,215.283,9
82537.821,300.395,1183.804,1020.461,-203.531,215.283,9
82525.726,300.393,1184.357,1020.621,-203.531,215.272,9
82537.821,300.396,1184.673,1021.422,-203.515,215.272,9
82529.758,300.398,1185.148,1021.902,-203.531,215.272,9
82537.821,300.396,1185.543,1022.382,-203.547,215.283,9
82533.789,300.391,1186.017,1022.703,-203.547,215.272,9
82541.852,300.395,1186.175,1023.023,-203.515,215.283,9
82533.789,300.393,1186.649,1023.663,-203.531,215.283,9
82537.821,300.396,1186.965,1024.304,-203.547,215.272,9
82541.852,300.393,1187.44,1024.464,-203.547,215.283,9
82537.821,300.393,1187.598,1024.784,-203.547,215.272,9
82541.852,300.396,1187.993,1025.424,-203.531,215.272,9
82529.758,300.395,1188.23,1026.065,-203.547,215.283,9
82533.789,300.396,1188.546,1026.225,-203.531,215.283,9
82529.758,300.396,1188.941,1026.705,-203.531,215.272,9
82533.789,300.395,1188.862,1027.185,-203.547,215.283,9
82533.789,300.396,1189.099,1027.345,-203.547,215.272,9
82533.789,300.393,1189.415,1027.666,-203.547,215.272,9
82537.821,300.396,1189.494,1027.826,-203.531,215.283,9
82533.789,300.395,1189.732,1028.146,-203.564,215.272,9
82537.821,300.395,1189.811,1028.626,-203.547,215.262,9
82533.789,300.396,1190.048,1028.626,-203.531,215.272,9
82529.758,300.393,1189.969,1029.106,-203.531,215.293,9
82529.758,300.396,1190.127,1029.266,-203.547,215.272,9
82541.852,300.393,1189.969,1029.587,-203.547,215.272,9
82533.789,300.395,1189.969,1029.907,-203.564,215.262,9
82533.789,300.396,1189.969,1029.907,-203.531,215.262,9
82537.821,300.391,1189.89,1030.387,-203.547,215.303,9
82537.821,300.395,1190.048,1030.227,-203.531,215.283,9
82529.758,300.391,1189.89,1030.387,-203.547,215.283,9
82537.821,300.395,1190.127,1030.707,-203.547,215.272,9
82529.758,300.391,1189.732,1031.188,-203.531,215.272,9
82521.695,300.395,1189.652,1031.028,-203.564,215.262,9
82529.758,300.393,1189.573,1031.188,-203.531,215.262,9
82537.821,300.391,1189.732,1030.867,-203.547,215.272,9
82537.821,300.391,1189.494,1030.387,-203.547,215.283,9
82529.758,300.393,1189.099,1031.348,-203.547,215.272,9
82533.789,300.391,1189.178,1031.348,-203.547,215.252,9
82537.821,300.393,1188.862,1031.668,-203.547,215.262,9
82533.789,300.391,1188.862,1031.508,-203.531,215.272,9
82529.758,300.393,1188.783,1031.668,-203.547,215.262,9
82533.789,300.391,1188.625,1031.508,-203.547,215.283,9
82541.852,300.386,1188.388,1031.668,-203.515,215.293,9
82525.726,300.391,1188.309,1031.828,-203.531,215.262,9
82537.821,300.393,1188.309,1031.828,-203.547,215.283,9
82541.852,300.388,1187.993,1031.668,-203.547,215.272,9
82537.821,300.396,1188.072,1031.668,-203.547,215.303,9
82537.821,300.393,1187.914,1031.828,-203.531,215.283,9
82541.852,300.395,1187.677,1031.828,-203.58,215.293,9
82533.789,300.395,1187.519,1031.828,-203.547,215.262,9
82533.789,300.391,1187.519,1031.828,-203.58,215.262,9
82533.789,300.393,1187.282,1031.828,-203.531,215.283,9
82533.789,300.393,1187.282,1031.988,-203.515,215.283,9
82529.758,300.393,1187.044,1031.828,-203.547,215.283,9
82541.852,300.395,1186.965,1031.828,-203.547,215.283,9
82529.758,300.393,1186.886,1031.828,-203.531,215.283,9
82537.821,300.393,1186.649,1031.988,-203.531,215.293,9
82541.852,300.393,1186.649,1032.308,-203.531,215.283,9
82537.821,300.395,1186.649,1032.468,-203.515,215.262,9
82533.789,300.393,1186.491,1032.468,-203.531,215.283,9
82537.821,300.396,1186.333,1032.148,-203.515,215.272,9
82537.821,300.398,1186.096,1032.308,-203.564,215.272,9
82529.758,300.395,1186.017,1032.468,-203.547,215.262,9
82529.758,300.395,1185.859,1032.468,-203.531,215.272,9
82537.821,300.395,1185.938,1032.308,-203.531,215.272,9
82537.821,300.395,1185.622,1033.109,-203.531,215.272,9
82525.726,300.393,1185.227,1032.628,-203.547,215.283,9
82541.852,300.393,1185.306,1032.949,-203.531,215.293,9
82529.758,300.393,1185.148,1033.109,-203.547,215.262,9
82529.758,300.393,1185.069,1033.109,-203.515,215.272,9
82537.821,300.396,1184.753,1033.109,-203.531,215.272,9
82529.758,300.393,1184.515,1033.429,-203.547,215.262,9
82533.789,300.395,1184.278,1033.589,-203.58,215.293,9
82533.789,300.395,1184.041,1033.749,-203.498,215.283,9
82529.758,300.395,1184.041,1033.909,-203.531,215.272,9
82533.789,300.399,1183.804,1034.069,-203.547,215.272,9
82525.726,300.393,1183.725,1033.909,-203.547,215.283,9
82525.726,300.393,1183.488,1034.229,-203.547,215.262,9
82529.758,300.393,1183.014,1034.39,-203.515,215.283,9
82525.726,300.395,1183.014,1034.39,-203.515,215.293,9
82533.789,300.395,1182.856,1034.71,-203.531,215.272,9
82529.758,300.391,1182.777,1035.03,-203.515,215.252,9
82529.758,300.391,1182.619,1035.03,-203.531,215.272,9
82545.883,300.395,1182.382,1035.19,-203.531,215.293,9
82529.758,300.398,1182.224,1035.19,-203.547,215.283,9
82529.758,300.39,1182.303,1035.19,-203.547,215.272,9
82525.726,300.393,1181.907,1035.67,-203.531,215.272,9
82525.726,300.393,1182.065,1035.83,-203.564,215.283,9
82517.664,300.393,1181.986,1035.83,-203.547,215.262,9
82533.789,300.393,1181.749,1035.99,-203.547,215.283,9
82533.789,300.391,1181.828,1036.151,-203.564,215.272,9
82533.789,300.393,1181.828,1036.471,-203.531,215.293,9
82525.726,300.395,1181.67,1036.471,-203.515,215.272,9
82529.758,300.391,1181.591,1036.471,-203.564,215.283,9
82537.821,300.391,1181.67,1036.471,-203.547,215.242,9
82529.758,300.39,1181.591,1036.951,-203.564,215.283,9
82529.758,300.393,1181.828,1036.951,-203.515,215.283,9
82533.789,300.391,1181.749,1037.111,-203.531,215.272,9
82533.789,300.391,1181.749,1037.271,-203.547,215.262,9
82525.726,300.388,1181.907,1037.111,-203.515,215.272,9
82533.789,300.386,1181.907,1037.111,-203.531,215.283,9
82525.726,300.386,1182.065,1036.951,-203.531,215.262,9
82529.758,300.391,1182.065,1037.431,-203.515,215.242,9
82533.789,300.393,1182.224,1036.951,-203.531,215.293,9
82533.789,300.39,1182.224,1037.111,-203.547,215.283,9
82545.883,300.391,1182.382,1037.271,-203.58,215.272,9
82525.726,300.39,1182.461,1037.271,-203.547,215.293,9
82529.758,300.388,1182.54,1037.111,-203.564,215.283,9
82529.758,300.388,1182.698,1037.431,-203.531,215.272,9
82533.789,300.393,1182.856,1036.951,-203.531,215.262,9
82533.789,300.39,1182.856,1037.271,-203.498,215.272,9
82533.789,300.39,1183.014,1036.631,-203.547,215.272,9
82533.789,300.391,1182.935,1036.631,-203.531,215.262,9
82537.821,300.388,1183.093,1036.631,-203.531,215.283,9
82529.758,300.39,1183.093,1036.631,-203.531,215.293,9
82533.789,300.39,1183.172,1036.631,-203.531,215.283,9
82529.758,300.391,1183.33,1036.791,-203.547,215.283,9
82537.821,300.391,1183.33,1036.791,-203.515,215.272,9
82533.789,300.393,1183.33,1036.791,-203.531,215.272,9
82529.758,300.391,1183.488,1036.791,-203.547,215.262,9
82525.726,300.391,1183.409,1036.951,-203.547,215.283,9
82525.726,300.391,1183.488,1036.791,-203.547,215.283,9
82537.821,300.39,1183.33,1036.791,-203.564,215.283,9
82525.726,300.391,1183.409,1036.631,-203.547,215.283,9
82533.789,300.391,1183.409,1036.951,-203.564,215.283,9
82537.821,300.39,1183.488,1036.791,-203.547,215.272,9
82533.789,300.39,1183.251,1036.791,-203.531,215.293,9
82533.789,300.39,1183.172,1037.271,-203.547,215.283,9
82533.789,300.391,1183.093,1037.111,-203.531,215.272,9
82533.789,300.391,1183.172,1036.951,-203.564,215.272,9
82537.821,300.391,1183.093,1037.271,-203.547,215.252,9
82537.821,300.39,1182.935,1037.271,-203.547,215.262,9
82533.789,300.391,1183.014,1037.111,-203.531,215.283,9
82533.789,300.388,1182.698,1037.271,-203.547,215.262,9
82525.726,300.391,1183.093,1037.751,-203.547,215.272,9
82525.726,300.39,1182.777,1037.591,-203.564,215.272,9
82533.789,300.39,1182.619,1037.751,-203.547,215.262,9
82529.758,300.388,1182.777,1037.912,-203.531,215.272,9
82529.758,300.39,1182.54,1037.591,-203.547,215.283,9
82525.726,300.391,1182.619,1037.431,-203.564,215.272,9
82537.821,300.39,1182.619,1037.591,-203.531,215.293,9
82537.821,300.39,1182.619,1037.431,-203.531,215.262,9
82533.789,300.393,1182.382,1037.271,-203.531,215.283,9
82533.789,300.393,1182.461,1037.111,-203.547,215.262,9
82533.789,300.396,1182.461,1037.111,-203.547,215.272,9
82529.758,300.395,1182.461,1037.111,-203.531,215.262,9
82533.789,300.393,1182.382,1036.791,-203.531,215.272,9
82529.758,300.391,1182.382,1036.631,-203.531,215.283,9
82529.758,300.393,1182.382,1036.471,-203.531,215.283,9
82533.789,300.393,1182.461,1036.151,-203.531,215.283,9
82529.758,300.393,1182.461,1036.151,-203.547,215.283,9
82529.758,300.391,1182.461,1036.151,-203.515,215.272,9
82533.789,300.395,1182.619,1035.67,-203.564,215.283,9
82533.789,300.396,1182.698,1035.67,-203.531,215.262,9
82517.664,300.395,1182.856,1035.35,-203.531,215.262,9
82533.789,300.393,1182.698,1034.87,-203.547,215.272,9
82521.695,300.395,1182.856,1034.71,-203.564,215.283,9
82533.789,300.395,1182.935,1034.069,-203.531,215.272,9
82537.821,300.393,1183.014,1033.749,-203.547,215.272,9
82533.789,300.393,1183.014,1033.429,-203.547,215.272,9
82529.758,300.396,1182.935,1033.269,-203.498,215.293,9
82533.789,300.396,1183.014,1032.949,-203.547,215.272,9
82533.789,300.391,1182.935,1032.628,-203.515,215.272,9
82533.789,300.395,1183.172,1032.148,-203.531,215.303,9
82537.821,300.393,1183.014,1032.148,-203.531,215.283,9
82533.789,300.395,1183.172,1031.668,-203.564,215.272,9
82537.821,300.391,1183.093,1031.828,-203.531,215.272,9
82529.758,300.393,1183.172,1031.508,-203.515,215.283,9
82525.726,300.393,1183.172,1031.188,-203.515,215.262,9
82533.789,300.391,1183.172,1030.867,-203.547,215.272,9
82533.789,300.391,1182.935,1031.028,-203.531,215.283,9
82529.758,300.396,1182.935,1031.188,-203.531,215.283,9
82525.726,300.39,1182.935,1031.028,-203.531,215.283,9
82537.821,300.388,1183.093,1031.028,-203.515,215.272,9
82533.789,300.39,1182.856,1031.028,-203.547,215.272,9
82529.758,300.39,1182.777,1031.188,-203.531,215.262,9
82537.821,300.39,1183.014,1031.028,-203.515,215.272,9
82537.821,300.39,1182.856,1031.188,-203.498,215.272,9
82533.789,300.391,1182.698,1031.348,-203.547,215.283,9
82537.821,300.39,1182.461,1031.508,-203.547,215.283,9
82537.821,300.388,1182.461,1031.508,-203.547,215.293,9
82529.758,300.39,1182.461,1031.828,-203.547,215.283,9
82541.852,300.39,1182.303,1031.988,-203.515,215.272,9
82541.852,300.388,1182.224,1032.468,-203.531,215.272,9
82541.852,300.388,1182.303,1032.789,-203.547,215.272,9
82533.789,300.39,1181.986,1032.949,-203.564,215.272,9
82533.789,300.39,1182.065,1033.109,-203.531,215.262,9
82529.758,300.386,1181.907,1033.109,-203.531,215.262,9
82533.789,300.39,1181.828,1033.749,-203.531,215.283,9
82529.758,300.39,1181.986,1033.589,-203.547,215.262,9
82533.789,300.39,1181.986,1033.909,-203.564,215.283,9
82541.852,300.39,1182.144,1033.909,-203.531,215.262,9
82537.821,300.385,1181.907,1034.229,-203.547,215.272,9
82533.789,300.388,1181.828,1034.39,-203.547,215.272,9
82533.789,300.388,1181.907,1034.39,-203.531,215.293,9
82533.789,300.39,1181.828,1034.87,-203.531,215.283,9
82529.758,300.388,1181.749,1034.71,-203.547,215.252,9
82533.789,300.391,1181.749,1034.87,-203.564,215.262,9
82525.726,300.391,1181.986,1034.87,-203.515,215.283,9
82529.758,300.39,1182.065,1034.87,-203.547,215.272,9
82525.726,300.391,1182.065,1034.55,-203.547,215.272,9
82521.695,300.388,1182.065,1035.03,-203.547,215.272,9
82521.695,300.391,1182.065,1034.71,-203.515,215.283,9
82529.758,300.382,1182.144,1034.87,-203.547,215.283,9
82525.726,300.388,1182.303,1034.39,-203.531,215.272,9
82521.695,300.39,1182.144,1034.39,-203.531,215.272,9
82525.726,300.39,1182.224,1033.909,-203.547,215.283,9
82525.726,300.39,1182.224,1033.749,-203.531,215.272,9
82529.758,300.39,1182.461,1033.749,-203.531,215.272,9
82533.789,300.39,1182.461,1033.429,-203.515,215.262,9
82521.695,300.39,1182.461,1033.269,-203.547,215.272,9
82525.726,300.39,1182.698,1032.789,-203.547,215.262,9
82533.789,300.391,1182.619,1032.949,-203.547,215.272,9
82529.758,300.39,1182.698,1032.468,-203.515,215.283,9
82529.758,300.39,1182.777,1032.468,-203.531,215.293,9
82525.726,300.39,1182.698,1032.628,-203.547,215.293,9
82533.789,300.386,1182.698,1031.988,-203.547,215.283,9
82525.726,300.39,1182.935,1031.828,-203.547,215.272,9
82525.726,300.391,1182.935,1032.148,-203.547,215.272,9
82529.758,300.391,1182.935,1031.828,-203.531,215.262,9
82529.758,300.388,1182.935,1031.988,-203.515,215.262,9
82525.726,300.39,1183.093,1031.828,-203.58,215.272,9
82529.758,300.395,1182.935,1032.148,-203.515,215.283,9
82525.726,300.39,1183.172,1031.988,-203.547,215.262,9
82525.726,300.39,1183.172,1032.308,-203.547,215.262,9
82533.789,300.393,1183.172,1032.468,-203.531,215.283,9
82525.726,300.393,1183.172,1032.628,-203.564,215.272,9
82529.758,300.398,1183.172,1033.109,-203.531,215.283,9
82525.726,300.395,1183.33,1033.429,-203.547,215.293,9
82525.726,300.393,1183.33,1033.749,-203.531,215.283,9
82525.726,300.388,1183.33,1034.069,-203.547,215.303,9
82521.695,300.39,1183.409,1034.71,-203.547,215.262,9
82525.726,300.386,1183.488,1035.35,-203.531,215.252,9
82525.726,300.39,1183.488,1035.83,-203.515,215.272,9
82529.758,300.388,1183.567,1036.791,-203.531,215.272,9
82529.758,300.393,1183.646,1037.431,-203.547,215.272,9
82533.789,300.393,1183.804,1037.751,-203.515,215.272,9
82529.758,300.393,1183.725,1038.872,-203.564,215.272,9
82533.789,300.395,1183.804,1039.513,-203.564,215.262,9
82537.821,300.395,1183.962,1040.153,-203.531,215.262,9
82533.789,300.393,1183.883,1040.633,-203.531,215.272,9
82533.789,300.393,1184.041,1041.594,-203.531,215.262,9
82529.758,300.395,1184.278,1041.594,-203.515,215.283,9
82537.821,300.395,1184.12,1042.554,-203.531,215.262,9
82521.695,300.393,1184.436,1043.515,-203.564,215.283,9
82525.726,300.393,1184.357,1043.995,-203.531,215.262,9
82529.758,300.391,1184.594,1044.636,-203.547,215.272,9
82537.821,300.395,1184.832,1045.276,-203.515,215.252,9
82537.821,300.395,1184.99,1045.916,-203.547,215.262,9
82533.789,300.398,1185.148,1046.236,-203.547,215.272,9
82529.758,300.396,1185.148,1046.877,-203.547,215.252,9
82521.695,300.396,1185.306,1047.357,-203.564,215.293,9
82517.664,300.395,1185.464,1047.677,-203.531,215.283,9
82533.789,300.396,1185.701,1048.158,-203.547,215.283,9
82529.758,300.398,1185.78,1048.318,-203.515,215.293,9
82525.726,300.395,1185.78,1048.798,-203.515,215.293,9
82529.758,300.396,1186.017,1049.278,-203.547,215.262,9
82525.726,300.396,1186.254,1049.438,-203.531,215.283,9
82541.852,300.385,1187.203,1043.995,-203.547,215.262,9
82541.852,300.388,1187.282,1043.835,-203.547,215.262,9
82541.852,300.385,1187.203,1044.155,-203.531,215.262,9
82533.789,300.385,1187.282,1044.155,-203.547,215.252,9
82541.852,300.386,1186.807,1044.155,-203.531,215.272,9
82541.852,300.388,1187.282,1044.155,-203.564,215.283,9
82537.821,300.383,1187.519,1044.155,-203.531,215.272,9
82533.789,300.39,1187.44,1044.315,-203.547,215.272,9
82537.821,300.386,1187.361,1044.315,-203.547,215.283,9
82533.789,300.385,1187.282,1044.475,-203.498,215.242,9
82533.789,300.388,1187.44,1044.315,-203.531,215.293,9
82533.789,300.386,1187.519,1043.995,-203.515,215.262,9
82529.758,300.386,1187.519,1043.995,-203.547,215.283,9
82529.758,300.383,1187.519,1043.835,-203.531,215.262,9
82529.758,300.388,1187.361,1043.675,-203.515,215.283,9
82525.726,300.383,1187.44,1043.675,-203.547,215.293,9
82529.758,300.39,1187.44,1043.675,-203.515,215.262,9
82533.789,300.385,1187.282,1043.195,-203.547,215.283,9
82533.789,300.388,1187.361,1043.035,-203.547,215.272,9
82529.758,300.386,1187.44,1043.515,-203.547,215.272,9
82525.726,300.386,1187.282,1042.714,-203.515,215.262,9
82537.821,300.388,1187.123,1042.234,-203.515,215.283,9
82525.726,300.385,1187.123,1041.754,-203.515,215.283,9
82533.789,300.383,1186.965,1041.274,-203.547,215.262,9
82529.758,300.385,1187.044,1041.434,-203.531,215.272,9
82533.789,300.385,1186.728,1040.953,-203.547,215.272,9
82533.789,300.386,1186.728,1041.113,-203.58,215.262,9
82533.789,300.383,1186.491,1039.673,-203.547,215.283,9
82541.852,300.383,1186.254,1039.833,-203.531,215.272,9
82533.789,300.385,1186.096,1040.153,-203.547,215.272,9
82549.915,300.386,1186.017,1039.833,-203.547,215.272,9
82549.915,300.382,1186.017,1039.032,-203.547,215.272,9
82537.821,300.385,1185.701,1039.192,-203.564,215.283,9
82537.821,300.385,1185.543,1038.392,-203.547,215.283,9
82537.821,300.382,1185.385,1038.392,-203.564,215.283,9
82545.883,300.385,1185.148,1037.431,-203.547,215.283,9
82537.821,300.386,1185.069,1038.072,-203.515,215.272,9
82545.883,300.386,1184.753,1037.271,-203.531,215.283,9
82533.789,300.383,1184.515,1037.591,-203.564,215.262,9
82545.883,300.385,1184.515,1037.111,-203.547,215.272,9
82545.883,300.385,1184.357,1037.111,-203.547,215.252,9
82545.883,300.385,1184.278,1036.471,-203.531,215.252,9
82549.915,300.386,1184.12,1037.111,-203.515,215.283,9
82549.915,300.383,1184.041,1036.951,-203.531,215.272,9
82545.883,300.385,1184.041,1036.631,-203.564,215.272,9
82549.915,300.386,1183.804,1037.271,-203.547,215.272,9
82549.915,300.385,1183.725,1037.271,-203.564,215.293,9
82549.915,300.385,1183.804,1037.271,-203.547,215.272,9
82545.883,300.386,1183.725,1037.431,-203.531,215.272,9
82545.883,300.386,1183.725,1037.751,-203.531,215.262,9
82545.883,300.386,1183.646,1037.912,-203.547,215.262,9
82545.883,300.388,1183.725,1038.232,-203.547,215.283,9
82541.852,300.39,1183.725,1038.392,-203.498,215.272,9
82545.883,300.391,1183.804,1039.032,-203.515,215.283,9
82549.915,300.386,1183.883,1039.513,-203.515,215.272,9
82549.915,300.386,1183.804,1039.513,-203.531,215.272,9
82541.852,300.386,1183.962,1040.153,-203.531,215.272,9
82541.852,300.39,1183.804,1040.313,-203.547,215.283,9
82529.758,300.382,1184.199,1041.113,-203.531,215.283,9
82529.758,300.39,1184.278,1041.274,-203.531,215.272,9
82525.726,300.388,1184.357,1041.914,-203.531,215.262,9
82533.789,300.391,1184.357,1042.234,-203.531,215.262,9
82537.821,300.386,1184.515,1042.554,-203.531,215.272,9
82533.789,300.393,1184.594,1043.355,-203.531,215.262,9
82525.726,300.39,1184.753,1044.155,-203.547,215.262,9
82525.726,300.39,1184.753,1044.636,-203.531,215.262,9
82529.758,300.386,1184.911,1045.116,-203.531,215.283,9
82513.632,300.388,1185.148,1045.596,-203.531,215.262,9
82529.758,300.388,1185.227,1046.076,-203.547,215.272,9
82521.695,300.39,1185.306,1046.557,-203.547,215.272,9
82521.695,300.388,1185.464,1047.037,-203.515,215.283,9
82529.758,300.39,1185.622,1047.037,-203.498,215.283,9
82525.726,300.386,1185.622,1047.517,-203.547,215.262,9
82517.664,300.39,1185.701,1047.837,-203.547,215.293,9
82517.664,300.388,1185.701,1048.318,-203.547,215.252,9
82525.726,300.39,1185.78,1048.958,-203.547,215.293,9
82529.758,300.388,1185.938,1048.798,-203.531,215.272,9
82521.695,300.388,1185.859,1049.118,-203.531,215.272,9
82529.758,300.385,1185.859,1049.438,-203.531,215.283,9
82525.726,300.388,1185.859,1049.438,-203.531,215.293,9
82525.726,300.383,1185.859,1049.438,-203.547,215.272,9
82525.726,300.385,1185.859,1049.598,-203.547,215.252,9
82529.758,300.383,1185.859,1049.438,-203.531,215.272,9
82525.726,300.386,1185.701,1049.438,-203.547,215.293,9
82533.789,300.388,1185.78,1049.759,-203.531,215.272,9
82537.821,300.383,1185.543,1049.278,-203.531,215.283,9
82525.726,300.383,1185.622,1048.958,-203.531,215.272,9
82541.852,300.38,1185.227,1048.958,-203.531,215.272,9
82545.883,300.383,1185.464,1048.638,-203.547,215.293,9
82537.821,300.385,1185.306,1048.798,-203.564,215.262,9
82537.821,300.383,1184.99,1048.318,-203.515,215.272,9
82537.821,300.382,1184.99,1048.158,-203.547,215.283,9
82541.852,300.385,1184.911,1048.318,-203.531,215.283,9
82541.852,300.383,1184.673,1047.837,-203.564,215.272,9
82541.852,300.385,1184.515,1047.837,-203.547,215.272,9
82537.821,300.386,1184.515,1047.037,-203.531,215.262,9
82537.821,300.388,1184.436,1047.197,-203.531,215.283,9
82541.852,300.386,1184.12,1047.037,-203.547,215.272,9
82537.821,300.383,1184.041,1046.877,-203.547,215.283,9
82541.852,300.388,1183.962,1046.717,-203.547,215.242,9
82533.789,300.388,1183.804,1046.717,-203.547,215.283,9
82541.852,300.385,1183.725,1047.197,-203.547,215.262,9
82545.883,300.388,1183.567,1046.397,-203.515,215.252,9
82537.821,300.386,1183.646,1046.236,-203.564,215.272,9
82537.821,300.388,1183.409,1046.397,-203.515,215.283,9
82533.789,300.39,1183.251,1046.557,-203.531,215.262,9
82537.821,300.388,1183.093,1046.397,-203.515,215.272,9
82541.852,300.385,1183.172,1046.397,-203.547,215.272,9
82533.789,300.386,1183.093,1046.236,-203.531,215.262,9
82533.789,300.388,1183.014,1047.037,-203.515,215.272,9
82537.821,300.386,1183.014,1046.877,-203.515,215.283,9
82537.821,300.39,1182.856,1046.877,-203.564,215.283,9
82525.726,300.39,1182.935,1047.357,-203.531,215.283,9
82537.821,300.388,1182.856,1047.357,-203.515,215.283,9
82537.821,300.388,1183.014,1047.837,-203.547,215.262,9
82533.789,300.39,1183.014,1048.158,-203.498,215.283,9
82553.946,300.388,1183.014,1048.478,-203.531,215.262,9
82537.821,300.39,1183.093,1049.118,-203.547,215.272,9
82533.789,300.391,1183.172,1049.118,-203.547,215.272,9
82529.758,300.391,1183.251,1049.759,-203.531,215.262,9
82529.758,300.388,1183.33,1049.759,-203.547,215.283,9
82533.789,300.386,1183.409,1050.559,-203.515,215.272,9
82541.852,300.39,1183.409,1051.039,-203.547,215.272,9
82533.789,300.39,1183.646,1051.199,-203.515,215.262,9
82541.852,300.388,1184.041,1051.68,-203.531,215.262,9
82541.852,300.382,1183.962,1051.68,-203.531,215.272,9
82533.789,300.386,1183.962,1052,-203.547,215.272,9
82545.883,300.388,1184.12,1052.8,-203.547,215.283,9
82537.821,300.385,1184.12,1052.96,-203.531,215.272,9
82541.852,300.39,1184.278,1053.281,-203.564,215.272,9
82533.789,300.385,1184.436,1053.441,-203.547,215.262,9
82545.883,300.385,1184.594,1054.081,-203.547,215.272,9
82537.821,300.386,1184.753,1054.241,-203.531,215.272,9
