%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Airspeed Differential Pressure [Pa],Aux Differential Pressure [Pa],ELD Probe X axis [mm],ELD Probe Y axis [mm],Voltage [V]
82521.695,300.43,105.908,107.928,-203.531,215.272,3
82521.695,300.435,105.908,107.768,-203.564,215.272,3
82521.695,300.428,105.908,108.088,-203.531,215.283,3
82529.758,300.43,105.829,107.928,-203.531,215.272,3
82525.726,300.433,105.829,107.928,-203.515,215.293,3
82529.758,300.43,105.908,108.248,-203.564,215.252,3
82525.726,300.435,105.987,108.248,-203.547,215.272,3
82521.695,300.435,105.908,108.088,-203.482,215.262,3
82521.695,300.435,106.066,107.928,-203.531,215.272,3
82513.632,300.435,105.908,107.928,-203.531,215.262,3
82525.726,300.438,105.987,107.928,-203.547,215.272,3
82525.726,300.433,105.908,107.768,-203.564,215.262,3
82525.726,300.436,105.829,107.768,-203.547,215.272,3
82513.632,300.436,105.75,107.928,-203.531,215.272,3
82517.664,300.436,105.829,107.928,-203.531,215.252,3
82529.758,300.433,105.908,107.928,-203.531,215.272,3
82521.695,300.435,105.75,107.928,-203.531,215.272,3
82525.726,300.436,105.987,108.088,-203.547,215.252,3
82529.758,300.44,105.75,107.928,-203.547,215.272,3
82533.789,300.436,105.908,107.768,-203.547,215.272,3
82517.664,300.438,105.908,107.768,-203.531,215.283,3
82521.695,300.436,106.066,107.768,-203.564,215.262,3
82525.726,300.436,105.75,107.448,-203.547,215.262,3
82521.695,300.435,105.987,107.608,-203.515,215.262,3
82517.664,300.436,105.908,107.768,-203.547,215.262,3
82521.695,300.438,106.066,107.928,-203.531,215.272,3
82517.664,300.433,105.987,108.088,-203.547,215.272,3
82537.821,300.438,105.908,108.088,-203.531,215.262,3
82525.726,300.436,105.987,108.088,-203.531,215.272,3
82525.726,300.435,106.066,107.928,-203.547,215.283,3
82525.726,300.44,106.145,108.088,-203.531,215.283,3
82525.726,300.435,106.066,107.928,-203.531,215.272,3
82529.758,300.436,106.224,107.928,-203.547,215.272,3
82529.758,300.435,106.145,108.088,-203.547,215.272,3
82525.726,300.435,106.066,108.088,-203.531,215.262,3
82529.758,300.433,106.145,107.928,-203.547,215.272,3
82529.758,300.436,106.224,107.928,-203.547,215.262,3
82525.726,300.435,106.145,108.088,-203.547,215.272,3
82525.726,300.436,106.224,107.928,-203.596,215.272,3
82529.758,300.432,106.303,108.088,-203.564,215.293,3
82533.789,300.435,106.145,107.768,-203.564,215.262,3
82525.726,300.435,106.303,107.928,-203.531,215.283,3
82533.789,300.433,106.224,107.768,-203.515,215.252,3
82529.758,300.433,106.066,109.209,-203.547,215.252,3
82529.758,300.433,106.224,108.088,-203.547,215.272,3
82533.789,300.435,106.303,108.088,-203.547,215.262,3
82537.821,300.432,106.224,107.928,-203.515,215.262,3
82533.789,300.428,106.145,107.928,-203.531,215.283,3
82533.789,300.43,106.303,107.768,-203.515,215.293,3
82529.758,300.433,105.987,107.768,-203.531,215.283,3
82533.789,300.433,106.145,107.928,-203.531,215.283,3
82537.821,300.432,106.224,107.928,-203.515,215.272,3
82537.821,300.432,106.224,107.768,-203.564,215.272,3
82533.789,300.433,106.224,107.928,-203.564,215.283,3
82533.789,300.433,106.224,107.928,-203.547,215.272,3
82525.726,300.433,106.145,107.928,-203.547,215.272,3
82529.758,300.433,106.224,107.928,-203.547,215.283,3
82529.758,300.432,106.145,107.608,-203.531,215.262,3
82525.726,300.433,106.145,107.928,-203.531,215.283,3
82529.758,300.43,106.303,107.928,-203.498,215.283,3
82525.726,300.432,106.145,108.248,-203.515,215.272,3
82521.695,300.428,106.224,108.088,-203.515,215.272,3
82529.758,300.432,106.145,107.928,-203.515,215.272,3
82513.632,300.433,106.224,108.088,-203.531,215.283,3
82525.726,300.433,106.145,107.928,-203.547,215.262,3
82525.726,300.433,106.224,107.928,-203.531,215.272,3
82521.695,300.44,106.382,108.248,-203.531,215.272,3
82517.664,300.433,106.145,108.088,-203.564,215.262,3
82517.664,300.432,106.382,107.928,-203.515,215.272,3
82521.695,300.436,106.382,107.928,-203.547,215.262,3
82521.695,300.433,106.382,107.768,-203.547,215.262,3
82521.695,300.435,106.382,108.088,-203.547,215.283,3
82517.664,300.433,106.303,107.928,-203.531,215.262,3
82517.664,300.433,106.461,108.088,-203.531,215.272,3
82513.632,300.435,106.461,108.248,-203.531,215.272,3
82517.664,300.436,106.303,108.248,-203.547,215.252,3
82521.695,300.433,106.382,108.088,-203.547,215.262,3
82517.664,300.433,106.461,108.409,-203.515,215.252,3
82517.664,300.433,106.303,108.248,-203.531,215.262,3
82517.664,300.43,106.461,108.409,-203.531,215.272,3
82521.695,300.432,106.461,108.409,-203.515,215.272,3
82521.695,300.435,106.54,108.409,-203.531,215.272,3
82521.695,300.433,106.461,108.409,-203.547,215.272,3
82517.664,300.433,106.54,108.248,-203.531,215.283,3
82513.632,300.433,106.619,108.729,-203.547,215.272,3
82517.664,300.435,106.461,108.409,-203.515,215.272,3
82517.664,300.433,106.619,108.409,-203.547,215.272,3
82521.695,300.433,106.698,108.409,-203.547,215.262,3
82525.726,300.43,106.619,108.409,-203.531,215.293,3
82525.726,300.432,106.461,108.569,-203.564,215.272,3
82525.726,300.433,106.619,108.569,-203.564,215.262,3
82537.821,300.43,106.698,108.569,-203.547,215.272,3
82525.726,300.433,106.698,108.569,-203.531,215.272,3
82525.726,300.43,106.777,108.569,-203.564,215.283,3
82525.726,300.43,106.935,108.569,-203.547,215.262,3
82537.821,300.443,354.772,342.945,-203.498,215.283,5
82545.883,300.443,354.614,342.625,-203.547,215.262,5
82541.852,300.443,354.456,342.625,-203.531,215.283,5
82529.758,300.441,354.535,342.305,-203.515,215.272,5
82545.883,300.446,354.377,342.625,-203.547,215.293,5
82537.821,300.445,354.298,342.145,-203.547,215.272,5
82541.852,300.443,354.298,342.145,-203.531,215.272,5
82545.883,300.445,354.219,342.305,-203.547,215.262,5
82541.852,300.443,354.219,341.984,-203.531,215.272,5
82537.821,300.443,353.982,341.984,-203.515,215.262,5
82545.883,300.443,353.982,341.984,-203.547,215.272,5
82533.789,300.445,353.982,342.145,-203.531,215.272,5
82549.915,300.446,353.982,341.984,-203.547,215.283,5
82541.852,300.441,353.982,341.824,-203.564,215.262,5
82541.852,300.44,353.982,341.984,-203.531,215.283,5
82541.852,300.443,353.745,341.984,-203.531,215.293,5
82537.821,300.441,353.903,341.664,-203.531,215.272,5
82541.852,300.443,353.903,341.504,-203.531,215.272,5
82533.789,300.441,353.982,341.664,-203.515,215.272,5
82541.852,300.443,353.903,341.824,-203.531,215.262,5
82541.852,300.441,354.061,341.664,-203.547,215.272,5
82537.821,300.443,353.903,341.824,-203.515,215.272,5
82537.821,300.441,353.824,341.664,-203.547,215.262,5
82533.789,300.443,353.903,341.664,-203.531,215.262,5
82541.852,300.441,353.982,341.984,-203.547,215.272,5
82533.789,300.443,354.061,341.984,-203.58,215.262,5
82537.821,300.443,354.219,341.824,-203.531,215.262,5
82549.915,300.44,354.219,341.664,-203.531,215.272,5
82537.821,300.44,354.535,341.984,-203.531,215.283,5
82537.821,300.445,354.219,341.984,-203.515,215.293,5
82541.852,300.441,354.219,341.984,-203.531,215.272,5
82545.883,300.44,354.535,341.824,-203.515,215.272,5
82537.821,300.44,354.456,342.145,-203.547,215.262,5
82533.789,300.44,354.456,341.984,-203.564,215.272,5
82545.883,300.443,354.535,342.305,-203.564,215.272,5
82541.852,300.44,354.693,342.465,-203.531,215.252,5
82541.852,300.441,354.693,342.305,-203.531,215.283,5
82541.852,300.44,354.772,342.465,-203.515,215.272,5
82537.821,300.44,354.772,342.145,-203.531,215.283,5
82553.946,300.441,354.772,342.625,-203.547,215.272,5
82541.852,300.445,354.772,342.145,-203.531,215.293,5
82537.821,300.441,354.851,342.465,-203.531,215.262,5
82541.852,300.443,354.93,342.465,-203.547,215.262,5
82541.852,300.44,355.009,342.145,-203.547,215.293,5
82545.883,300.443,354.93,342.625,-203.531,215.293,5
82545.883,300.441,355.009,342.465,-203.515,215.262,5
82537.821,300.443,354.93,341.984,-203.531,215.272,5
82541.852,300.441,355.009,342.625,-203.547,215.283,5
82537.821,300.443,354.93,342.945,-203.564,215.293,5
82545.883,300.441,354.614,342.465,-203.515,215.272,5
82537.821,300.443,355.009,342.625,-203.547,215.283,5
82533.789,300.449,354.851,342.625,-203.531,215.272,5
82537.821,300.445,354.851,342.465,-203.547,215.262,5
82537.821,300.448,354.93,342.465,-203.515,215.272,5
82537.821,300.446,354.772,342.465,-203.564,215.262,5
82537.821,300.446,354.851,342.785,-203.564,215.242,5
82533.789,300.445,354.851,342.785,-203.564,215.272,5
82537.821,300.448,354.219,342.465,-203.531,215.272,5
82533.789,300.446,354.772,342.465,-203.547,215.262,5
82533.789,300.446,354.693,342.785,-203.515,215.293,5
82537.821,300.449,354.535,342.785,-203.564,215.293,5
82537.821,300.448,354.693,342.625,-203.531,215.252,5
82533.789,300.449,354.456,342.945,-203.531,215.262,5
82541.852,300.449,354.614,342.785,-203.515,215.252,5
82541.852,300.446,354.614,342.465,-203.515,215.272,5
82541.852,300.451,354.614,342.785,-203.531,215.262,5
82537.821,300.449,354.456,342.945,-203.547,215.272,5
82537.821,300.448,354.456,342.945,-203.531,215.272,5
82533.789,300.451,354.614,342.945,-203.547,215.272,5
82537.821,300.446,354.535,342.785,-203.564,215.272,5
82545.883,300.451,354.535,342.785,-203.547,215.272,5
82541.852,300.449,354.535,342.785,-203.547,215.262,5
82537.821,300.449,354.614,342.945,-203.531,215.252,5
82537.821,300.448,354.456,343.105,-203.531,215.272,5
82537.821,300.448,354.772,343.105,-203.547,215.262,5
82541.852,300.449,354.535,342.945,-203.531,215.272,5
82541.852,300.448,354.693,343.105,-203.547,215.303,5
82533.789,300.446,354.693,342.945,-203.531,215.293,5
82537.821,300.448,354.693,343.425,-203.531,215.283,5
82541.852,300.448,354.693,343.425,-203.515,215.293,5
82541.852,300.445,354.772,343.265,-203.531,215.262,5
82541.852,300.446,354.772,343.585,-203.498,215.272,5
82533.789,300.448,354.851,343.265,-203.58,215.283,5
82533.789,300.446,354.851,343.425,-203.547,215.272,5
82537.821,300.443,354.851,343.425,-203.531,215.272,5
82541.852,300.446,354.851,343.425,-203.58,215.262,5
82545.883,300.441,354.93,343.585,-203.515,215.283,5
82545.883,300.445,354.93,343.585,-203.531,215.283,5
82549.915,300.445,354.772,343.425,-203.547,215.272,5
82537.821,300.443,354.93,343.585,-203.547,215.272,5
82541.852,300.441,354.851,343.585,-203.547,215.262,5
82529.758,300.446,354.851,343.585,-203.515,215.283,5
82537.821,300.443,354.772,343.585,-203.531,215.272,5
82537.821,300.441,354.772,343.425,-203.547,215.262,5
82537.821,300.445,354.693,343.585,-203.564,215.283,5
82533.789,300.446,354.535,343.585,-203.515,215.283,5
82537.821,300.446,354.456,343.585,-203.531,215.272,5
82537.821,300.446,354.614,343.585,-203.547,215.272,5
82541.852,300.445,354.456,343.906,-203.547,215.262,5
82537.821,300.448,354.298,343.585,-203.531,215.293,5
82537.821,300.443,354.456,343.425,-203.531,215.252,5
82529.758,300.446,354.377,343.425,-203.515,215.272,5
82533.789,300.446,354.535,343.745,-203.531,215.272,5
82529.758,300.443,354.219,343.425,-203.547,215.262,5
82525.726,300.448,354.14,344.066,-203.531,215.262,5
82533.789,300.443,354.14,343.745,-203.547,215.283,5
82529.758,300.446,354.061,343.425,-203.515,215.262,5
82529.758,300.451,354.061,343.906,-203.547,215.262,5
82537.821,300.445,354.061,343.745,-203.547,215.283,5
82533.789,300.446,353.903,343.585,-203.531,215.272,5
82541.852,300.446,353.745,343.585,-203.547,215.262,5
82533.789,300.443,353.824,343.585,-203.547,215.262,5
82533.789,300.445,353.824,343.745,-203.531,215.272,5
82537.821,300.445,353.666,343.585,-203.547,215.293,5
82537.821,300.445,353.824,343.585,-203.531,215.272,5
82533.789,300.446,353.745,343.745,-203.547,215.272,5
82537.821,300.443,353.587,343.585,-203.531,215.293,5
82537.821,300.443,353.666,343.745,-203.515,215.283,5
82533.789,300.443,353.666,343.585,-203.564,215.262,5
82541.852,300.446,353.666,344.066,-203.564,215.262,5
82541.852,300.445,353.903,343.265,-203.531,215.272,5
82537.821,300.443,353.587,343.425,-203.547,215.313,5
82537.821,300.446,353.745,343.425,-203.547,215.262,5
82545.883,300.446,353.587,343.265,-203.564,215.272,5
82537.821,300.448,353.587,343.585,-203.515,215.283,5
82533.789,300.445,353.903,343.585,-203.531,215.262,5
82541.852,300.446,353.903,343.585,-203.498,215.262,5
82541.852,300.443,353.903,343.425,-203.547,215.262,5
82541.852,300.443,353.903,343.265,-203.547,215.293,5
82541.852,300.441,353.903,343.425,-203.531,215.252,5
82537.821,300.446,353.903,343.585,-203.564,215.272,5
82545.883,300.446,354.14,343.585,-203.547,215.242,5
82541.852,300.448,354.14,343.745,-203.531,215.283,5
82545.883,300.448,354.219,343.265,-203.547,215.283,5
82553.946,300.446,354.14,343.745,-203.515,215.272,5
82545.883,300.448,354.298,343.425,-203.515,215.283,5
82533.789,300.448,354.377,343.585,-203.547,215.262,5
82541.852,300.446,354.377,343.265,-203.547,215.272,5
82541.852,300.448,354.377,343.585,-203.531,215.293,5
82549.915,300.448,354.377,343.585,-203.531,215.262,5
82541.852,300.453,354.298,343.906,-203.531,215.252,5
82545.883,300.446,354.219,343.585,-203.531,215.272,5
82541.852,300.448,354.298,343.906,-203.531,215.283,5
82545.883,300.448,354.535,343.745,-203.531,215.283,5
82541.852,300.446,354.298,343.585,-203.547,215.272,5
82545.883,300.446,354.456,343.745,-203.531,215.262,5
82541.852,300.448,354.377,343.745,-203.547,215.272,5
82533.789,300.448,354.456,343.585,-203.531,215.272,5
82537.821,300.448,354.219,343.745,-203.531,215.252,5
82541.852,300.448,354.535,343.425,-203.531,215.272,5
82533.789,300.446,354.377,343.745,-203.547,215.252,5
82537.821,300.446,354.219,344.066,-203.547,215.283,5
82529.758,300.443,354.298,343.906,-203.515,215.283,5
82529.758,300.446,354.14,344.386,-203.531,215.262,5
82537.821,300.449,354.219,343.906,-203.547,215.272,5
82541.852,300.449,354.14,343.906,-203.531,215.262,5
82533.789,300.449,354.219,344.226,-203.531,215.252,5
82529.758,300.453,354.14,344.226,-203.564,215.272,5
82529.758,300.446,354.061,344.226,-203.547,215.272,5
82537.821,300.446,354.219,344.386,-203.531,215.262,5
82533.789,300.446,354.219,344.386,-203.515,215.283,5
82529.758,300.448,354.061,344.386,-203.547,215.283,5
82537.821,300.446,354.061,344.386,-203.515,215.283,5
82537.821,300.446,353.982,344.386,-203.547,215.272,5
82529.758,300.445,354.061,344.546,-203.531,215.272,5
82533.789,300.448,353.982,344.866,-203.547,215.262,5
82533.789,300.449,354.061,344.866,-203.547,215.272,5
82537.821,300.448,353.982,344.866,-203.515,215.283,5
82533.789,300.448,354.061,345.026,-203.531,215.283,5
82537.821,300.446,353.903,345.346,-203.531,215.262,5
82537.821,300.448,353.982,344.866,-203.498,215.272,5
82537.821,300.448,353.982,345.026,-203.531,215.272,5
82533.789,300.443,353.982,345.186,-203.515,215.262,5
82533.789,300.446,354.14,345.346,-203.547,215.283,5
82537.821,300.448,354.061,345.026,-203.531,215.283,5
82541.852,300.446,354.14,345.506,-203.531,215.252,5
82537.821,300.449,354.061,345.346,-203.531,215.272,5
82537.821,300.448,354.456,345.506,-203.564,215.283,5
82545.883,300.446,354.14,345.667,-203.531,215.272,5
82549.915,300.449,354.061,345.827,-203.564,215.272,5
82545.883,300.448,354.061,345.827,-203.547,215.272,5
82545.883,300.451,354.219,345.827,-203.498,215.272,5
82545.883,300.445,354.219,346.147,-203.531,215.293,5
82537.821,300.446,354.061,346.147,-203.531,215.262,5
82541.852,300.448,354.14,346.147,-203.531,215.262,5
82545.883,300.446,354.061,345.987,-203.515,215.272,5
82549.915,300.448,354.061,346.307,-203.515,215.283,5
82541.852,300.446,354.061,346.467,-203.531,215.262,5
82541.852,300.448,354.14,346.307,-203.547,215.293,5
82545.883,300.445,354.14,346.467,-203.564,215.283,5
82545.883,300.446,354.298,346.467,-203.547,215.252,5
82545.883,300.446,354.219,346.147,-203.531,215.272,5
82541.852,300.445,353.982,346.627,-203.547,215.262,5
82545.883,300.449,354.061,346.627,-203.531,215.293,5
82545.883,300.446,354.061,346.787,-203.547,215.283,5
82541.852,300.445,353.982,346.467,-203.547,215.262,5
82545.883,300.445,353.982,346.627,-203.564,215.283,5
82545.883,300.443,354.061,346.947,-203.531,215.283,5
82545.883,300.443,354.061,346.787,-203.531,215.252,5
82545.883,300.443,353.982,346.627,-203.515,215.231,5
82541.852,300.443,354.14,346.787,-203.531,215.262,5
82545.883,300.446,353.824,347.107,-203.564,215.272,5
82549.915,300.441,353.982,346.787,-203.531,215.272,5
82537.821,300.445,354.061,347.107,-203.547,215.272,5
82545.883,300.443,353.903,347.107,-203.547,215.262,5
82541.852,300.443,354.061,347.107,-203.515,215.272,5
82541.852,300.438,353.824,346.947,-203.515,215.262,5
82537.821,300.441,353.745,346.947,-203.531,215.242,5
82537.821,300.441,353.903,346.947,-203.531,215.272,5
82533.789,300.446,353.666,347.268,-203.564,215.252,5
82537.821,300.44,353.666,347.268,-203.564,215.283,5
82537.821,300.44,353.666,347.268,-203.547,215.262,5
82533.789,300.443,353.745,347.428,-203.515,215.262,5
82549.915,300.443,353.587,347.107,-203.547,215.262,5
82525.726,300.441,353.745,347.748,-203.515,215.283,5
82533.789,300.441,353.508,347.268,-203.564,215.283,5
82533.789,300.441,353.508,346.787,-203.515,215.252,5
82549.915,300.446,353.587,347.107,-203.531,215.283,5
82533.789,300.443,353.429,347.107,-203.515,215.293,5
82537.821,300.443,353.587,347.268,-203.531,215.272,5
82549.915,300.448,353.508,347.107,-203.515,215.262,5
82537.821,300.445,353.508,347.428,-203.515,215.262,5
82533.789,300.441,353.508,347.107,-203.531,215.262,5
82537.821,300.446,353.508,346.787,-203.531,215.272,5
82529.758,300.445,353.35,347.107,-203.531,215.293,5
82541.852,300.445,353.35,346.947,-203.547,215.283,5
82541.852,300.446,353.508,347.107,-203.531,215.272,5
82529.758,300.448,353.587,347.428,-203.531,215.272,5
82533.789,300.446,353.508,347.107,-203.547,215.262,5
82541.852,300.443,353.666,347.268,-203.515,215.262,5
82529.758,300.448,353.587,347.107,-203.531,215.262,5
82537.821,300.446,353.587,347.268,-203.531,215.293,5
82541.852,300.443,353.666,347.107,-203.547,215.262,5
82541.852,300.449,353.587,347.107,-203.58,215.283,5
82541.852,300.445,353.429,346.947,-203.515,215.262,5
82537.821,300.448,353.429,347.268,-203.547,215.272,5
82537.821,300.448,353.508,347.268,-203.531,215.272,5
82541.852,300.448,353.587,346.947,-203.531,215.262,5
82541.852,300.448,353.508,347.428,-203.531,215.262,5
82541.852,300.449,353.587,347.107,-203.547,215.272,5
82545.883,300.449,353.508,347.268,-203.531,215.293,5
82549.915,300.449,353.429,346.947,-203.547,215.283,5
82545.883,300.445,353.666,347.107,-203.547,215.262,5
82533.789,300.449,353.429,346.787,-203.498,215.272,5
82541.852,300.448,353.508,346.947,-203.547,215.262,5
82537.821,300.448,353.429,346.627,-203.564,215.262,5
82541.852,300.445,353.35,346.627,-203.564,215.272,5
82553.946,300.448,353.35,346.947,-203.531,215.262,5
82541.852,300.446,353.429,346.627,-203.531,215.252,5
82549.915,300.448,353.35,346.467,-203.515,215.293,5
82545.883,300.443,353.508,346.627,-203.515,215.272,5
82549.915,300.446,353.271,346.307,-203.515,215.272,5
82549.915,300.445,353.271,346.467,-203.564,215.272,5
82537.821,300.448,353.508,346.147,-203.531,215.272,5
82545.883,300.445,353.35,346.147,-203.531,215.272,5
82537.821,300.44,353.35,345.987,-203.564,215.283,5
82537.821,300.441,353.271,345.827,-203.531,215.283,5
82545.883,300.445,353.113,345.987,-203.531,215.283,5
82545.883,300.441,353.429,345.667,-203.515,215.293,5
82545.883,300.443,353.35,346.147,-203.531,215.262,5
82545.883,300.443,353.271,345.987,-203.547,215.272,5
82549.915,300.44,353.666,346.147,-203.564,215.272,5
82545.883,300.443,353.508,345.667,-203.531,215.272,5
82537.821,300.44,353.35,345.506,-203.547,215.283,5
82545.883,300.445,353.587,345.987,-203.547,215.283,5
82541.852,300.443,353.35,345.667,-203.547,215.272,5
82541.852,300.443,353.508,345.667,-203.547,215.262,5
82541.852,300.445,353.35,345.346,-203.531,215.272,5
82533.789,300.441,353.429,345.667,-203.515,215.262,5
82545.883,300.445,353.429,345.667,-203.547,215.272,5
82537.821,300.445,353.508,345.667,-203.531,215.283,5
82545.883,300.448,353.429,345.827,-203.531,215.272,5
82521.695,300.445,353.429,345.506,-203.531,215.252,5
82541.852,300.445,353.508,345.506,-203.547,215.262,5
82537.821,300.445,353.666,345.506,-203.547,215.272,5
82537.821,300.445,353.587,345.346,-203.547,215.272,5
82553.946,300.443,353.587,345.026,-203.531,215.272,5
82529.758,300.446,353.35,345.026,-203.515,215.283,5
82537.821,300.445,353.587,345.026,-203.531,215.283,5
82537.821,300.448,353.745,345.346,-203.564,215.272,5
82533.789,300.446,353.666,344.866,-203.547,215.272,5
82537.821,300.446,353.508,344.866,-203.531,215.272,5
82537.821,300.446,353.824,345.186,-203.531,215.272,5
82529.758,300.446,353.745,344.866,-203.515,215.283,5
82537.821,300.446,353.824,344.866,-203.515,215.262,5
82537.821,300.449,353.982,344.706,-203.515,215.272,5
82533.789,300.449,353.824,344.546,-203.531,215.272,5
82533.789,300.451,353.903,344.546,-203.547,215.272,5
82529.758,300.449,353.824,345.026,-203.531,215.293,5
82529.758,300.449,353.982,344.066,-203.547,215.272,5
82533.789,300.448,354.061,344.066,-203.58,215.262,5
82537.821,300.448,353.903,344.066,-203.515,215.272,5
82541.852,300.448,353.982,343.745,-203.547,215.303,5
82529.758,300.448,354.061,343.745,-203.547,215.252,5
82537.821,300.448,353.982,343.585,-203.515,215.272,5
82541.852,300.448,353.982,343.745,-203.547,215.293,5
82541.852,300.448,353.982,343.265,-203.547,215.283,5
82537.821,300.448,354.061,343.425,-203.547,215.272,5
82537.821,300.448,354.219,343.425,-203.547,215.283,5
82537.821,300.448,354.219,342.945,-203.531,215.272,5
82533.789,300.446,354.219,343.265,-203.547,215.283,5
82537.821,300.445,354.219,343.105,-203.531,215.283,5
82541.852,300.448,354.14,342.945,-203.564,215.262,5
82537.821,300.446,354.219,342.625,-203.515,215.272,5
82533.789,300.445,354.219,342.785,-203.515,215.283,5
82541.852,300.446,354.14,342.465,-203.547,215.272,5
82541.852,300.445,354.14,342.625,-203.547,215.283,5
82541.852,300.446,354.219,342.625,-203.564,215.262,5
82545.883,300.445,354.061,342.625,-203.564,215.252,5
82545.883,300.446,354.219,342.625,-203.531,215.262,5
82541.852,300.448,354.219,342.465,-203.547,215.262,5
82537.821,300.445,354.14,342.305,-203.531,215.272,5
82541.852,300.448,354.061,342.145,-203.515,215.272,5
82541.852,300.445,353.982,342.305,-203.547,215.262,5
82541.852,300.446,353.903,342.145,-203.531,215.283,5
82545.883,300.446,353.824,342.465,-203.515,215.283,5
82537.821,300.446,353.824,342.465,-203.564,215.272,5
82545.883,300.445,353.824,342.145,-203.564,215.221,5
82541.852,300.448,353.824,342.145,-203.531,215.272,5
82537.821,300.438,353.903,342.145,-203.547,215.272,5
82545.883,300.446,353.824,342.465,-203.547,215.262,5
82533.789,300.446,353.745,342.465,-203.547,215.272,5
82541.852,300.448,353.666,342.625,-203.531,215.262,5
82541.852,300.448,353.666,342.465,-203.547,215.283,5
82545.883,300.449,353.745,342.625,-203.547,215.283,5
82533.789,300.448,353.666,342.625,-203.531,215.252,5
82541.852,300.445,353.666,342.785,-203.531,215.272,5
82537.821,300.445,353.587,342.625,-203.531,215.262,5
82537.821,300.449,353.666,342.625,-203.547,215.283,5
82537.821,300.445,353.429,342.785,-203.531,215.283,5
82537.821,300.446,353.508,342.785,-203.531,215.262,5
82529.758,300.446,353.429,342.945,-203.515,215.272,5
82537.821,300.445,353.508,343.105,-203.531,215.272,5
82533.789,300.446,353.587,343.105,-203.531,215.272,5
82537.821,300.449,353.508,343.105,-203.531,215.262,5
82537.821,300.448,353.35,343.265,-203.531,215.283,5
82529.758,300.446,353.508,342.785,-203.547,215.262,5
82537.821,300.446,353.429,342.945,-203.531,215.293,5
82533.789,300.446,353.429,343.105,-203.531,215.252,5
82533.789,300.446,353.508,342.785,-203.547,215.283,5
82533.789,300.446,353.429,342.945,-203.531,215.252,5
82537.821,300.446,353.587,342.945,-203.547,215.272,5
82537.821,300.446,353.587,343.105,-203.515,215.283,5
82529.758,300.445,353.587,343.105,-203.482,215.283,5
82537.821,300.446,353.587,342.785,-203.547,215.272,5
82533.789,300.445,353.587,342.945,-203.564,215.262,5
82537.821,300.446,353.587,342.785,-203.531,215.272,5
82529.758,300.445,353.745,342.785,-203.531,215.262,5
82537.821,300.446,353.508,342.785,-203.531,215.262,5
82533.789,300.446,353.666,342.625,-203.547,215.283,5
82533.789,300.445,353.745,342.305,-203.531,215.283,5
82537.821,300.445,353.587,342.305,-203.547,215.283,5
82537.821,300.443,353.824,342.625,-203.515,215.262,5
82533.789,300.443,353.666,342.145,-203.531,215.272,5
82537.821,300.443,353.903,342.305,-203.531,215.293,5
82541.852,300.443,353.903,341.984,-203.531,215.272,5
82529.758,300.445,354.061,341.984,-203.547,215.262,5
82533.789,300.445,353.982,341.824,-203.531,215.272,5
82533.789,300.445,353.982,341.664,-203.547,215.262,5
82545.883,300.44,354.061,341.664,-203.547,215.262,5
82541.852,300.445,354.298,341.664,-203.515,215.262,5
82545.883,300.443,354.219,341.664,-203.531,215.272,5
82525.726,300.445,354.219,341.664,-203.531,215.262,5
82537.821,300.443,354.061,341.664,-203.531,215.272,5
82533.789,300.443,354.298,341.504,-203.531,215.272,5
82529.758,300.443,354.535,341.824,-203.547,215.272,5
82533.789,300.448,354.298,341.344,-203.515,215.272,5
82537.821,300.446,354.456,341.984,-203.498,215.262,5
82541.852,300.448,354.535,341.664,-203.547,215.262,5
82537.821,300.446,354.614,341.664,-203.515,215.293,5
82537.821,300.445,354.535,341.504,-203.531,215.272,5
82533.789,300.449,354.614,341.664,-203.531,215.252,5
82537.821,300.445,354.614,341.824,-203.531,215.293,5
82537.821,300.445,354.377,341.824,-203.564,215.293,5
82545.883,300.445,354.535,342.145,-203.531,215.272,5
82541.852,300.446,354.614,342.145,-203.498,215.272,5
82541.852,300.451,354.693,342.145,-203.531,215.283,5
82537.821,300.446,354.772,342.305,-203.531,215.262,5
82533.789,300.446,354.693,342.945,-203.498,215.272,5
82537.821,300.446,354.377,342.625,-203.531,215.272,5
82537.821,300.448,354.693,342.945,-203.515,215.293,5
82545.883,300.446,354.693,343.105,-203.531,215.293,5
82541.852,300.445,354.772,343.425,-203.547,215.262,5
82533.789,300.446,354.772,343.425,-203.498,215.283,5
82537.821,300.446,354.772,343.585,-203.547,215.283,5
82537.821,300.445,354.614,343.745,-203.515,215.272,5
82541.852,300.446,354.614,344.066,-203.547,215.262,5
82533.789,300.448,354.693,344.066,-203.515,215.272,5
82541.852,300.443,354.614,344.546,-203.547,215.272,5
82541.852,300.445,354.693,344.386,-203.531,215.272,5
82537.821,300.446,354.535,344.546,-203.547,215.252,5
82533.789,300.445,354.535,344.706,-203.547,215.262,5
82537.821,300.446,354.693,345.026,-203.531,215.252,5
82537.821,300.446,354.693,345.346,-203.515,215.272,5
82537.821,300.446,354.772,345.186,-203.547,215.242,5
82529.758,300.445,354.614,345.346,-203.531,215.272,5
82537.821,300.445,354.772,345.667,-203.515,215.272,5
82537.821,300.441,354.614,345.667,-203.531,215.252,5
82533.789,300.443,354.693,345.346,-203.515,215.293,5
82541.852,300.441,354.693,345.987,-203.531,215.272,5
82533.789,300.445,354.693,345.827,-203.547,215.283,5
