%Time (s)	Theta (rad)	Omega (rad/s)
	%3/5/20183:14 PM
0.1000	0.0000	-0.0733
0.2000	0.0000	0.4817
0.3000	0.0880	0.6702
0.4000	0.1257	0.5131
0.5000	0.2011	0.8273
0.6000	0.2890	0.9844
0.7000	0.4021	1.3195
0.8000	0.5529	1.6232
0.9000	0.7288	1.9792
1.0000	0.9550	2.5761
1.1000	1.2441	3.1311
1.2000	1.5834	3.7490
1.3000	1.9981	4.5553
1.4000	2.4881	5.1208
1.5000	3.0159	5.5083
1.6000	3.5814	5.6549
1.7000	4.1343	5.3617
1.8000	4.6496	4.9637
1.9000	5.1271	4.5658
2.0000	5.5669	4.3040
2.1000	5.9942	4.2621
2.2000	6.4214	4.2307
2.3000	6.8487	4.4715
2.4000	7.3262	5.1313
2.5000	7.8665	5.3093
2.6000	8.4069	6.2204
2.7000	9.1232	7.7074
2.8000	9.9149	7.9168
2.9000	10.6814	7.2257
3.0000	11.3726	7.1733
3.1000	12.1140	7.0058
3.2000	12.7674	6.4298
3.3000	13.4334	7.1314
3.4000	14.2126	8.4614
3.5000	15.1173	9.5819
3.6000	16.0850	9.3724
3.7000	16.9143	6.2622
3.8000	17.3416	3.5709
3.9000	17.6558	1.8850
4.0000	17.7311	0.3456
4.1000	17.7688	0.4817
4.2000	17.8317	0.5864
4.3000	17.8819	0.5027
4.4000	17.9322	0.4294
4.5000	17.9699	0.4189
4.6000	18.0202	0.5655
4.7000	18.0830	0.6912
4.8000	18.1584	0.8168
4.9000	18.2464	0.9425
5.0000	18.3469	1.0681
5.1000	18.4600	1.1833
5.2000	18.5857	1.4032
5.3000	18.7365	1.4661
5.4000	18.8747	1.3718
5.5000	19.0129	1.4032
5.6000	19.1511	1.2881
5.7000	19.2642	0.9425
5.8000	19.3396	0.6283
5.9000	19.3899	0.3037
6.0000	19.4025	0.0209
6.1000	19.4025	0.0524
6.2000	19.4150	0.1361
6.3000	19.4276	0.1361
6.4000	19.4402	0.0628
6.5000	19.4402	-0.0105
6.6000	19.4402	-0.0000
