%Time (s)	Theta (rad)	Omega (rad/s)
	%3/5/20183:13 PM
0.1000	0.0000	-0.0105
0.2000	0.0000	0.0419
0.3000	0.0126	0.2618
0.4000	0.0503	0.3770
0.5000	0.0880	0.4817
0.6000	0.1508	0.7749
0.7000	0.2388	0.8796
0.8000	0.3267	0.9844
0.9000	0.4398	1.2671
1.0000	0.5781	1.4556
1.1000	0.7288	1.5499
1.2000	0.8922	1.8326
1.3000	1.0933	2.0211
1.4000	1.2943	2.1258
1.5000	1.5205	2.3353
1.6000	1.7593	2.4295
1.7000	2.0106	2.7227
1.8000	2.2996	2.8379
1.9000	2.5761	2.8588
2.0000	2.8777	3.1625
2.1000	3.2044	3.2568
2.2000	3.5312	3.4558
2.3000	3.8956	3.6547
2.4000	4.2600	3.7699
2.5000	4.6496	3.8851
2.6000	5.0391	4.0736
2.7000	5.4664	4.3563
2.8000	5.9062	4.4820
2.9000	6.3586	4.4401
3.0000	6.7984	4.6286
3.1000	7.2759	4.3982
3.2000	7.6906	4.6496
3.3000	8.2184	5.4245
3.4000	8.7588	5.4350
3.5000	9.3117	5.7805
3.6000	9.9149	6.1156
3.7000	10.5306	6.2622
3.8000	11.1715	6.6183
3.9000	11.8501	6.8068
4.0000	12.5287	6.8277
4.1000	13.2198	7.0162
4.2000	13.9361	7.3618
4.3000	14.6901	7.6236
4.4000	15.4566	7.9482
4.5000	16.2358	6.7230
4.6000	16.7635	4.2307
4.7000	17.0777	1.5708
4.8000	17.1154	0.1885
4.9000	17.1657	0.6493
5.0000	17.2411	0.7330
5.1000	17.3039	0.5131
5.2000	17.3416	0.2409
5.3000	17.3542	0.0419
5.4000	17.3542	-0.0105
5.5000	17.3542	-0.0314
5.6000	17.3542	0.1780
5.7000	17.3919	0.4294
5.8000	17.4421	0.7645
5.9000	17.5427	1.0472
6.0000	17.6432	1.0158
6.1000	17.7437	0.9425
6.2000	17.8317	0.8587
6.3000	17.9196	0.9215
6.4000	18.0202	1.1205
6.5000	18.1458	1.4137
6.6000	18.2966	1.4870
6.7000	18.4349	1.2776
6.8000	18.5480	0.9634
6.9000	18.6234	0.4817
7.0000	18.6485	0.1466
7.1000	18.6611	0.1257
7.2000	18.6736	0.0628
7.3000	18.6736	-0.0105
7.4000	18.6736	0.0000
7.5000	18.6736	0.0000
7.6000	18.6736	0.0000
7.7000	18.6736	0.0000
