%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83892.369,299.250,0.977,14.969,109.419,108.674,-7.997,-4.681,-2.993,-2.296,-1.187,-6.849,-6.513,-6.421,-4.465,-2.188,-0.316,-6.583,-0.105,-1.672,-3.420,-6.191,-9.302,-544.798,-289.718,14.557,-90.043,-39.935
83904.464,299.246,0.977,14.973,109.498,108.353,-8.105,-4.347,-2.993,-2.192,-1.511,-5.604,-6.727,-6.314,-4.131,-2.500,0.000,-7.114,0.419,-1.985,-3.731,-4.728,-9.302,-544.798,-289.718,14.557,-90.011,-39.924
83896.401,299.250,0.977,14.974,109.498,108.033,-8.105,-4.570,-3.313,-3.340,-1.835,-5.915,-6.941,-6.849,-4.800,-1.146,-0.316,-6.583,-0.105,-1.567,-3.939,-5.966,-9.302,-544.798,-289.718,14.557,-90.011,-39.924
83900.432,299.248,0.977,14.968,109.419,108.193,-7.565,-5.461,-3.420,-2.296,-1.727,-5.500,-6.407,-6.207,-4.577,-2.084,0.106,-7.645,0.314,-1.045,-3.835,-5.291,-9.281,-544.798,-289.718,14.557,-90.027,-39.924
83904.464,299.246,0.977,14.963,109.340,108.353,-7.997,-4.681,-3.206,-2.401,-1.511,-6.019,-7.368,-6.742,-4.465,-2.292,0.000,-6.690,0.209,-1.045,-3.420,-6.754,-9.302,-544.798,-289.718,14.557,-90.011,-39.924
83900.432,299.248,0.977,14.974,109.498,108.033,-7.997,-4.681,-3.420,-3.236,-2.267,-6.434,-7.261,-5.886,-3.907,-2.188,-0.211,-6.371,0.209,-1.985,-4.042,-5.403,-9.302,-544.798,-289.718,14.557,-89.994,-39.914
83900.432,299.246,0.977,14.979,109.577,108.033,-8.645,-5.461,-3.099,-2.714,-1.619,-5.604,-6.834,-6.528,-4.242,-1.667,-0.633,-6.477,0.209,-1.985,-3.420,-5.628,-9.281,-544.798,-289.718,14.557,-90.011,-39.894
83900.432,299.245,0.977,14.984,109.656,108.033,-8.321,-5.796,-3.527,-2.923,-1.835,-5.500,-6.727,-6.207,-3.572,-0.938,0.528,-7.008,0.628,-1.881,-4.353,-5.853,-9.312,-544.798,-289.718,14.557,-90.011,-39.914
83904.464,299.248,0.977,14.973,109.498,107.713,-8.969,-5.238,-4.061,-3.132,-1.619,-6.123,-5.766,-5.993,-3.795,-2.292,0.423,-6.265,0.105,-1.672,-3.524,-6.304,-9.281,-544.798,-289.718,14.557,-89.978,-39.945
83892.369,299.245,0.977,14.980,109.577,108.353,-7.997,-4.793,-2.779,-2.714,-1.403,-5.085,-6.513,-5.885,-3.683,-1.771,0.634,-6.053,1.047,-2.403,-3.317,-5.966,-9.302,-544.798,-289.718,14.557,-90.011,-39.924
83900.432,299.245,0.977,14.974,109.498,108.193,-8.969,-4.570,-2.672,-2.610,-1.187,-4.981,-5.552,-6.314,-3.907,-1.563,-0.211,-6.477,0.105,-1.776,-4.042,-5.966,-9.291,-544.798,-289.718,14.557,-89.994,-39.924
83900.432,299.245,0.977,14.984,109.656,108.193,-7.673,-5.573,-2.672,-2.088,-1.835,-5.707,-6.513,-6.314,-4.800,-2.396,-0.105,-7.752,0.000,-1.149,-3.524,-6.079,-9.291,-544.798,-289.718,14.557,-89.978,-39.924
83896.401,299.245,0.977,14.985,109.656,108.033,-8.321,-4.681,-3.527,-2.610,-0.756,-6.434,-6.513,-6.314,-4.576,-2.292,-0.633,-7.327,0.000,-1.776,-4.042,-6.641,-9.291,-544.798,-289.718,14.557,-90.011,-39.924
83892.369,299.243,0.977,14.974,109.498,107.873,-7.997,-4.681,-3.206,-2.714,-1.403,-4.981,-7.368,-6.100,-4.241,-2.396,-0.316,-6.902,0.628,-2.508,-3.835,-5.178,-9.302,-544.798,-289.718,14.557,-90.011,-39.914
83900.432,299.245,0.977,14.984,109.656,108.353,-8.861,-5.127,-3.099,-2.818,-1.943,-6.226,-6.620,-6.849,-4.465,-1.250,-0.316,-6.477,0.419,-1.985,-3.939,-5.516,-9.281,-544.798,-289.718,14.557,-89.994,-39.914
83892.369,299.245,0.977,14.985,109.656,108.353,-7.457,-5.127,-3.206,-2.505,-1.187,-5.189,-6.193,-5.885,-4.018,-2.084,0.211,-7.114,0.733,-1.358,-3.939,-5.403,-9.302,-544.798,-289.718,14.557,-89.994,-39.924
83888.338,299.248,0.977,14.986,109.656,108.193,-8.105,-4.681,-4.061,-3.236,-2.267,-7.056,-6.407,-6.635,-4.465,-2.292,-0.211,-6.053,0.419,-1.254,-3.835,-6.304,-9.291,-544.798,-289.718,14.557,-90.011,-39.935
83892.369,299.245,0.977,14.980,109.577,108.353,-7.457,-4.793,-2.993,-2.818,-1.727,-6.123,-7.688,-6.314,-3.907,-1.667,0.317,-6.159,1.466,-1.881,-3.317,-5.291,-9.302,-544.798,-289.718,14.557,-90.011,-39.924
83892.369,299.245,0.977,14.985,109.656,108.193,-8.429,-5.015,-3.206,-2.401,-1.295,-5.500,-6.193,-7.063,-4.018,-1.459,0.106,-5.522,0.733,-1.358,-3.317,-5.966,-9.302,-544.798,-289.718,14.557,-89.994,-39.914
83888.338,299.243,0.977,14.985,109.656,108.353,-7.997,-6.130,-3.206,-3.132,-1.619,-5.604,-6.086,-5.778,-4.130,-1.563,-0.211,-7.221,0.838,-1.672,-3.317,-5.628,-9.302,-544.798,-289.718,14.557,-89.994,-39.924
83892.369,299.246,0.977,14.996,109.814,107.873,-7.889,-4.458,-3.634,-1.670,-0.864,-5.500,-5.980,-5.564,-3.460,-1.771,0.106,-6.159,0.419,-2.090,-3.628,-6.754,-9.291,-544.798,-289.718,14.557,-89.994,-39.914
83892.369,299.243,0.977,14.985,109.656,108.033,-8.213,-5.015,-3.741,-3.445,-1.403,-5.292,-7.368,-6.421,-3.907,-1.876,0.106,-6.159,0.942,-2.299,-3.213,-5.853,-9.302,-544.798,-289.718,14.557,-90.043,-39.924
83888.338,299.248,0.977,14.986,109.656,108.353,-8.429,-5.015,-4.061,-2.505,-1.619,-5.292,-6.086,-6.100,-3.237,-1.250,0.211,-5.946,0.524,-1.567,-3.835,-5.291,-9.312,-544.798,-289.718,14.557,-90.027,-39.924
83884.307,299.248,0.977,14.986,109.656,108.033,-7.565,-5.238,-2.993,-2.401,-1.943,-4.877,-5.873,-6.207,-4.465,-1.146,0.317,-7.327,0.209,-1.985,-3.006,-5.628,-9.291,-544.798,-289.718,14.557,-90.027,-39.904
83884.307,299.245,0.977,14.991,109.735,107.873,-8.645,-4.012,-3.527,-2.192,-1.619,-5.189,-5.766,-5.457,-3.907,-2.084,0.317,-6.690,-0.523,-1.985,-3.317,-6.191,-9.291,-544.798,-289.718,14.557,-89.978,-39.904
83880.275,299.248,0.976,14.986,109.656,108.514,-8.537,-4.904,-3.099,-2.401,-1.727,-4.877,-7.047,-6.421,-3.795,-2.501,0.211,-6.265,0.314,-2.194,-3.628,-5.628,-9.302,-544.798,-289.718,14.557,-90.011,-39.924
83880.275,299.248,0.976,14.976,109.498,108.193,-7.457,-4.570,-2.031,-1.879,-1.079,-5.707,-5.766,-6.849,-3.795,-1.355,0.000,-6.902,0.314,-1.463,-3.420,-5.291,-9.312,-544.798,-289.718,14.557,-90.011,-39.924
83876.244,299.246,0.976,14.981,109.577,108.033,-7.889,-5.573,-2.565,-1.775,-1.403,-5.292,-7.047,-6.528,-5.469,-2.188,-0.527,-7.645,-0.105,-1.881,-3.213,-5.403,-9.312,-544.798,-289.718,14.557,-89.994,-39.935
83884.307,299.248,0.977,14.970,109.419,108.193,-8.213,-4.458,-3.313,-2.610,-0.972,-5.811,-6.620,-5.778,-3.795,-2.396,0.317,-6.371,-0.105,-1.672,-3.420,-5.741,-9.312,-544.798,-289.718,14.557,-90.011,-39.914
83872.212,299.245,0.976,14.982,109.577,108.033,-7.673,-4.235,-2.244,-2.505,-1.619,-5.292,-6.940,-6.100,-4.018,-1.980,0.634,-6.796,1.047,-1.672,-3.213,-5.516,-9.333,-544.798,-289.718,14.557,-89.994,-39.924
83876.244,299.246,0.976,14.976,109.498,108.193,-8.213,-4.681,-3.099,-2.192,-1.403,-5.604,-6.193,-7.063,-4.241,-1.146,-0.105,-5.946,0.733,-0.209,-3.524,-5.516,-9.322,-544.798,-289.718,14.557,-89.994,-39.924
83884.307,299.248,0.977,14.986,109.656,108.033,-6.808,-5.684,-3.206,-1.670,-1.835,-5.085,-6.086,-5.993,-4.688,-1.459,0.106,-6.902,0.733,-1.149,-3.213,-6.078,-9.312,-544.798,-289.718,14.557,-90.027,-39.935
83880.275,299.246,0.977,14.975,109.498,108.193,-8.105,-4.235,-3.634,-2.505,-1.079,-5.707,-5.873,-5.778,-3.683,-2.188,0.845,-5.946,0.105,-1.463,-3.213,-5.516,-9.333,-544.798,-289.718,14.557,-89.994,-39.924
83880.275,299.246,0.977,14.981,109.577,108.353,-8.321,-4.904,-2.993,-3.132,-1.511,-5.396,-6.727,-5.993,-4.130,-1.563,-0.527,-7.114,-0.105,-2.299,-3.317,-5.966,-9.312,-544.798,-289.718,14.557,-90.011,-39.914
