%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82836.144,302.301,0.955,14.963,106.869,105.794,-6.376,-3.9,-2.565,-1.044,-0.54,-4.15,-5.231,-5.136,-3.795,-0.625,1.267,-5.947,1.57,-0.418,-2.488,-4.84,-2.815,-544.798,-289.718,14.557,18.07,-13.791
82832.112,302.302,0.955,14.98,107.106,106.114,-6.7,-3.678,-2.778,-1.879,-0.432,-4.669,-5.552,-5.671,-2.567,-1.25,1.479,-5.097,1.152,-0.522,-2.695,-4.164,-2.805,-544.798,-289.718,14.557,18.054,-13.781
82832.112,302.302,0.955,14.969,106.948,105.634,-6.916,-4.347,-1.817,-1.67,-0.864,-3.943,-5.125,-5.243,-2.679,-0.729,0.739,-5.309,1.57,-0.731,-2.695,-4.277,-2.826,-544.798,-289.718,14.557,18.07,-13.781
82832.112,302.304,0.955,14.969,106.948,105.634,-6.592,-3.678,-1.924,-1.252,-1.403,-4.565,-4.698,-5.243,-3.572,-0.417,1.584,-6.159,1.256,-0.418,-3.006,-4.615,-2.794,-544.798,-289.718,14.557,18.07,-13.781
82836.144,302.305,0.955,14.964,106.869,105.634,-6.916,-3.79,-2.351,-1.357,-0.324,-4.773,-5.872,-5.029,-3.125,-0.208,1.056,-5.097,0.837,-0.731,-2.384,-5.29,-2.805,-544.798,-289.718,14.557,18.07,-13.791
82840.175,302.302,0.955,14.952,106.711,105.794,-6.268,-3.567,-2.778,-1.461,-0.864,-4.462,-5.765,-5.457,-2.79,-0.729,1.162,-5.522,1.78,-1.254,-2.591,-4.052,-2.805,-544.798,-289.718,14.557,18.07,-13.781
82836.144,302.305,0.955,14.969,106.948,105.794,-7.457,-4.124,-1.924,-0.939,-0.756,-4.773,-5.125,-6.099,-3.349,-0.521,1.267,-5.309,1.256,-0.627,-3.006,-4.502,-2.794,-544.798,-289.718,14.557,18.038,-13.781
82836.144,302.305,0.955,14.969,106.948,105.634,-7.349,-4.904,-2.672,-1.67,-0.648,-4.773,-5.766,-5.244,-4.018,-0.729,1.056,-5.097,1.466,-0.522,-1.866,-4.952,-2.794,-544.798,-289.718,14.557,18.087,-13.771
82836.144,302.304,0.955,14.958,106.79,105.954,-6.7,-3.567,-2.778,-1.252,-0.432,-4.15,-5.339,-5.672,-2.79,-1.25,1.162,-5.203,1.047,-0.836,-2.695,-4.277,-2.805,-544.798,-289.718,14.557,18.038,-13.781
82836.144,302.302,0.955,14.958,106.79,105.794,-7.565,-4.124,-2.244,-2.192,-0.756,-4.565,-5.339,-5.779,-3.014,-0.417,0.845,-5.947,1.466,-0.731,-2.384,-4.389,-2.794,-544.798,-289.718,14.557,18.087,-13.781
82828.081,302.302,0.955,14.975,107.027,105.794,-6.16,-4.235,-1.817,-1.357,-0.756,-4.98,-5.125,-5.458,-2.79,-1.042,1.584,-5.734,1.989,-0.104,-2.591,-5.065,-2.794,-544.798,-289.718,14.557,18.07,-13.801
82832.112,302.305,0.955,14.964,106.869,105.794,-6.484,-3.344,-2.244,-1.252,-0.324,-5.292,-5.232,-5.137,-2.567,-0.833,1.056,-5.309,0.733,0,-2.384,-4.615,-2.794,-544.798,-289.718,14.557,18.054,-13.801
82824.05,302.302,0.954,14.959,106.79,105.794,-6.808,-3.344,-1.817,-1.774,-0.54,-4.254,-6.086,-5.565,-3.237,-0.729,1.479,-5.309,1.675,-1.149,-2.488,-4.389,-2.805,-544.798,-289.718,14.557,18.054,-13.781
82832.112,302.304,0.955,14.964,106.869,105.474,-7.565,-4.235,-1.924,-0.939,-0.864,-4.358,-5.232,-5.672,-3.349,-0.521,1.479,-5.628,1.152,0.314,-3.006,-4.84,-2.805,-544.798,-289.718,14.557,18.054,-13.781
82828.081,302.304,0.955,14.959,106.79,105.794,-6.916,-4.012,-1.817,-1.044,0.216,-5.292,-5.446,-5.458,-3.572,-0.833,1.69,-5.628,1.152,-0.104,-2.488,-5.402,-2.815,-544.798,-289.718,14.557,18.07,-13.781
82828.081,302.305,0.954,14.964,106.869,105.794,-7.133,-3.344,-2.03,-1.148,0.108,-4.565,-5.659,-5.779,-3.125,-0.833,1.479,-5.097,1.57,-0.731,-2.695,-4.052,-2.784,-544.798,-289.718,14.557,18.07,-13.781
82828.081,302.304,0.955,14.97,106.948,105.954,-7.781,-3.79,-2.565,-1.357,-0.864,-4.773,-5.232,-5.993,-3.237,-0.313,0.951,-5.097,1.78,-0.209,-2.28,-4.164,-2.794,-544.798,-289.718,14.557,18.054,-13.771
82824.05,302.305,0.954,14.97,106.948,105.474,-6.592,-4.904,-2.244,-1.357,0.216,-3.943,-5.339,-5.137,-3.125,-0.729,1.373,-5.947,1.78,-0.209,-2.384,-4.84,-2.805,-544.798,-289.718,14.557,18.054,-13.791
82820.018,302.304,0.954,14.976,107.027,105.634,-6.916,-3.678,-3.42,-1.148,-0.324,-5.292,-5.553,-5.351,-3.014,-1.563,0.951,-5.522,0.733,-0.209,-2.695,-4.615,-2.805,-544.798,-289.718,14.557,18.07,-13.812
82824.05,302.307,0.954,14.981,107.106,105.634,-6.592,-3.567,-2.03,-1.357,-0.324,-4.565,-5.232,-5.03,-3.125,-1.042,1.162,-5.628,1.57,-0.731,-2.591,-4.389,-2.794,-544.798,-289.718,14.557,18.038,-13.791
82828.081,302.305,0.954,14.975,107.027,105.794,-6.484,-3.79,-2.458,-1.566,-1.079,-4.669,-5.446,-5.779,-3.349,-1.146,1.901,-6.159,1.256,-0.522,-3.006,-4.277,-2.794,-544.798,-289.718,14.557,18.021,-13.801
