%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82836.144,302.267,0.955,24.782,293.164,288.473,-6.592,-4.012,-1.282,-2.087,-0.756,-4.565,-5.232,-5.137,-2.790,-0.104,0.634,-5.097,1.780,-0.836,-2.488,-3.827,-3.742,-544.798,-289.718,14.557,-179.505,-13.797
82844.207,302.268,0.955,24.784,293.243,288.153,-6.484,-4.570,-2.672,-1.566,-1.511,-4.565,-5.232,-5.565,-3.572,-1.146,1.373,-5.628,1.571,-0.104,-2.902,-4.614,-3.742,-544.798,-289.718,14.557,-179.522,-13.777
82840.175,302.265,0.955,24.785,293.243,288.633,-6.700,-3.121,-2.351,-1.044,-0.216,-4.669,-4.485,-5.030,-2.679,-0.625,1.690,-4.460,1.256,0.105,-1.969,-4.952,-3.742,-544.798,-289.718,14.557,-179.505,-13.777
82844.207,302.265,0.955,24.784,293.243,288.313,-6.376,-2.675,-1.389,-1.461,-0.108,-4.150,-5.553,-5.137,-2.456,-0.729,1.585,-5.203,1.466,-0.731,-2.384,-4.614,-3.742,-544.798,-289.718,14.557,-179.505,-13.797
82848.238,302.265,0.955,24.777,293.085,288.633,-7.457,-3.790,-2.244,-1.461,-0.432,-4.980,-5.339,-6.100,-3.125,-0.521,0.317,-4.778,1.780,-0.104,-2.591,-4.727,-3.752,-544.798,-289.718,14.557,-179.538,-13.777
82844.207,302.265,0.955,24.781,293.164,288.313,-6.808,-4.012,-2.778,-1.044,0.000,-4.462,-5.019,-5.030,-3.460,-0.625,0.845,-5.734,1.466,0.000,-2.591,-5.290,-3.752,-544.798,-289.718,14.557,-179.489,-13.787
82844.207,302.267,0.955,24.781,293.164,288.153,-6.808,-3.121,-2.778,-1.148,-0.432,-4.358,-5.125,-5.458,-2.679,-1.459,1.268,-5.840,1.675,0.000,-2.177,-4.052,-3.742,-544.798,-289.718,14.557,-179.489,-13.797
82848.238,302.267,0.955,24.773,293.006,288.313,-6.700,-3.678,-1.710,-1.879,0.000,-4.254,-5.873,-5.458,-3.125,-0.208,0.106,-5.097,1.256,-0.522,-2.488,-4.614,-3.752,-544.798,-289.718,14.557,-179.489,-13.777
82848.238,302.267,0.955,24.780,293.164,288.473,-7.024,-4.012,-2.137,-2.087,-1.619,-4.669,-5.659,-5.779,-2.790,-0.833,1.690,-6.159,1.571,0.000,-3.317,-4.840,-3.752,-544.798,-289.718,14.557,-179.538,-13.797
82852.269,302.267,0.955,24.773,293.006,288.153,-6.916,-3.567,-2.672,-1.670,-0.324,-5.188,-4.912,-5.244,-2.790,-1.563,1.373,-5.309,1.361,-0.836,-2.695,-5.290,-3.763,-544.798,-289.718,14.557,-179.538,-13.787
