%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83650.486,299.058,0.974,15.114,111.294,110.250,-7.350,-4.681,-2.672,-2.192,-1.511,-5.708,-6.620,-5.671,-4.800,-1.667,0.211,-6.478,0.419,-1.149,-3.317,-5.853,0.158,-544.798,-289.718,14.557,211.172,-56.076
83654.517,299.056,0.974,15.119,111.373,110.410,-8.322,-4.347,-3.954,-2.610,-1.511,-6.020,-6.193,-6.742,-4.241,-2.292,0.000,-6.903,0.314,-1.567,-3.317,-6.078,0.147,-544.798,-289.718,14.557,211.156,-56.086
83646.454,299.061,0.974,15.125,111.452,110.250,-7.998,-4.235,-2.245,-2.923,-1.187,-5.501,-6.727,-5.885,-4.018,-1.667,0.423,-6.266,0.628,-2.299,-3.213,-5.628,0.147,-544.798,-289.718,14.557,211.156,-56.086
83654.517,299.056,0.974,15.124,111.452,110.570,-7.782,-4.904,-3.314,-2.714,-2.159,-5.293,-6.407,-7.170,-4.241,-1.876,0.740,-7.009,0.419,-1.358,-4.353,-5.853,0.147,-544.798,-289.718,14.557,211.172,-56.107
83646.454,299.059,0.974,15.120,111.373,110.250,-7.998,-5.238,-3.421,-2.505,-1.727,-5.708,-6.834,-6.207,-4.465,-1.563,0.423,-6.691,0.733,-1.463,-3.213,-6.416,0.158,-544.798,-289.718,14.557,211.156,-56.076
83654.517,299.059,0.974,15.130,111.531,110.410,-7.890,-4.570,-4.169,-2.192,-1.295,-5.812,-6.300,-6.528,-3.795,-2.396,0.528,-6.478,0.419,-2.194,-3.835,-5.178,0.147,-544.798,-289.718,14.557,211.156,-56.086
83650.486,299.058,0.974,15.124,111.452,110.250,-8.322,-5.461,-3.207,-3.340,-1.619,-5.501,-6.940,-6.849,-4.465,-2.084,-0.105,-6.584,0.733,-2.194,-3.006,-5.741,0.147,-544.798,-289.718,14.557,211.140,-56.097
83650.486,299.056,0.974,15.119,111.373,110.250,-7.782,-5.461,-3.207,-2.401,-2.051,-5.501,-6.620,-6.849,-4.241,-1.876,-0.211,-6.797,0.733,-1.567,-4.250,-5.741,0.158,-544.798,-289.718,14.557,211.156,-56.086
83646.454,299.059,0.974,15.120,111.373,110.570,-7.566,-4.793,-3.314,-2.192,-0.756,-5.812,-6.620,-6.420,-4.800,-1.771,0.000,-6.691,0.209,-1.881,-3.731,-6.191,0.158,-544.798,-289.718,14.557,211.189,-56.066
83650.486,299.056,0.974,15.119,111.373,110.570,-7.890,-4.793,-3.634,-2.401,-1.835,-5.293,-6.620,-5.992,-3.461,-2.292,0.211,-6.372,0.419,-1.776,-3.628,-5.516,0.178,-544.798,-289.718,14.557,211.205,-56.086
83638.391,299.058,0.974,15.120,111.373,110.410,-7.890,-4.681,-3.421,-2.923,-1.511,-5.604,-6.834,-6.099,-3.796,-1.250,-0.105,-6.372,0.628,-2.194,-3.628,-5.741,0.168,-544.798,-289.718,14.557,211.140,-56.097
83642.423,299.056,0.974,15.120,111.373,110.410,-7.458,-5.461,-3.314,-2.401,-1.619,-5.086,-6.727,-6.313,-3.684,-1.563,0.740,-6.691,0.524,-1.463,-3.628,-5.516,0.158,-544.798,-289.718,14.557,211.172,-56.086
83646.454,299.058,0.974,15.125,111.452,110.410,-7.242,-4.570,-3.207,-2.296,-0.972,-5.708,-6.407,-5.778,-3.907,-1.667,0.106,-6.584,0.524,-1.776,-3.420,-6.416,0.168,-544.798,-289.718,14.557,211.172,-56.086
83650.486,299.058,0.974,15.124,111.452,110.410,-8.322,-4.793,-3.634,-2.714,-1.079,-5.086,-6.513,-6.742,-3.572,-2.501,0.000,-6.584,0.733,-2.090,-3.420,-5.291,0.158,-544.798,-289.718,14.557,211.156,-56.107
83638.391,299.061,0.974,15.131,111.531,110.570,-8.430,-5.015,-3.207,-2.818,-1.295,-5.916,-6.513,-6.420,-4.354,-1.563,-0.949,-6.797,0.628,-1.463,-3.524,-5.516,0.168,-544.798,-289.718,14.557,211.172,-56.086
83646.454,299.061,0.974,15.125,111.452,110.730,-7.566,-4.793,-3.314,-1.879,-2.267,-5.293,-6.407,-5.778,-4.354,-1.875,0.106,-7.115,0.524,-1.567,-3.628,-5.403,0.178,-544.798,-289.718,14.557,211.172,-56.097
83642.423,299.058,0.974,15.120,111.373,110.410,-7.782,-4.793,-2.779,-2.610,-1.295,-5.916,-6.620,-6.420,-4.800,-1.875,0.423,-5.841,0.209,-1.149,-3.420,-5.966,0.199,-544.798,-289.718,14.557,211.172,-56.076
83634.360,299.061,0.974,15.126,111.452,110.570,-8.214,-4.681,-2.993,-2.296,-1.619,-4.982,-7.368,-6.635,-3.796,-2.188,0.106,-6.691,0.105,-1.985,-3.317,-5.741,0.168,-544.798,-289.718,14.557,211.156,-56.066
83642.423,299.056,0.974,15.114,111.294,110.570,-8.430,-5.015,-3.100,-3.445,-1.187,-5.708,-6.300,-6.956,-3.907,-1.459,-0.422,-6.053,0.314,-1.358,-3.524,-5.291,0.178,-544.798,-289.718,14.557,211.172,-56.086
83638.391,299.058,0.974,15.120,111.373,110.570,-7.350,-5.796,-3.100,-2.296,-1.727,-5.604,-6.620,-6.099,-4.130,-1.667,0.106,-7.115,0.314,-1.567,-3.835,-5.853,0.168,-544.798,-289.718,14.557,211.172,-56.076
83638.391,299.058,0.974,15.120,111.373,110.410,-7.674,-4.904,-3.421,-2.923,-1.403,-6.227,-6.727,-6.099,-3.907,-1.875,0.211,-6.478,0.105,-1.149,-2.902,-6.304,0.178,-544.798,-289.718,14.557,211.172,-56.086
83642.423,299.059,0.974,15.115,111.294,110.410,-8.322,-4.458,-2.352,-2.610,-1.295,-4.878,-7.474,-6.206,-3.461,-1.771,0.317,-6.372,0.942,-2.299,-3.835,-5.403,0.147,-544.798,-289.718,14.557,211.156,-56.086
83634.360,299.061,0.974,15.121,111.373,110.410,-8.538,-4.681,-3.527,-2.610,-1.403,-5.604,-6.513,-6.956,-4.242,-1.563,-1.054,-6.903,0.209,-1.881,-3.939,-5.853,0.158,-544.798,-289.718,14.557,211.172,-56.076
83638.391,299.056,0.974,15.115,111.294,110.410,-7.458,-6.130,-3.314,-2.818,-1.943,-5.604,-6.834,-6.206,-4.019,-2.292,-0.422,-7.434,0.105,-1.567,-3.731,-6.191,0.147,-544.798,-289.718,14.557,211.172,-56.107
83638.391,299.059,0.974,15.120,111.373,110.410,-7.890,-5.127,-3.848,-2.714,-1.727,-6.020,-6.513,-6.099,-3.907,-2.292,-0.316,-6.372,-0.105,-1.358,-3.628,-5.741,0.178,-544.798,-289.718,14.557,211.172,-56.086
