%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83650.486,301.244,0.967,14.910,107.528,85.907,-7.133,-3.567,-1.924,-1.044,-1.187,-4.774,-5.339,-6.100,-3.237,-0.625,1.479,-5.097,1.361,-0.522,-3.109,-4.390,0.000,-544.798,-289.718,14.557,32.996,8.006
83654.517,301.241,0.967,14.904,107.449,85.907,-6.917,-4.124,-1.817,-1.670,-0.756,-5.189,-5.125,-5.243,-4.018,-0.313,0.951,-5.097,1.675,-0.209,-2.073,-5.065,0.000,-544.798,-289.718,14.557,32.947,8.006
83658.548,301.243,0.967,14.915,107.607,86.228,-7.025,-3.121,-1.924,-0.835,-0.000,-4.047,-5.232,-5.350,-2.456,-1.876,1.373,-5.203,1.256,-0.836,-2.280,-4.052,0.000,-544.798,-289.718,14.557,32.947,7.986
83654.517,301.241,0.967,14.910,107.528,85.747,-7.458,-3.678,-1.710,-2.401,-0.540,-4.255,-5.125,-5.886,-3.237,-0.313,0.739,-5.309,1.466,-0.313,-1.969,-4.503,0.000,-544.798,-289.718,14.557,32.963,8.006
83650.486,301.244,0.967,14.905,107.449,85.747,-6.701,-4.235,-1.924,-0.731,-0.648,-4.255,-4.912,-5.136,-3.460,-0.521,1.479,-6.053,1.675,-0.522,-2.591,-4.840,0.000,-544.798,-289.718,14.557,32.980,8.017
83658.548,301.240,0.967,14.909,107.528,85.907,-7.350,-3.344,-2.779,-1.775,-0.540,-5.396,-5.232,-5.029,-3.014,-1.459,1.373,-5.522,0.733,-0.522,-2.488,-5.178,0.000,-544.798,-289.718,14.557,32.963,8.006
83650.486,301.243,0.967,14.910,107.528,86.068,-7.566,-4.124,-2.244,-1.670,-0.648,-4.358,-5.980,-5.350,-3.014,-0.625,1.584,-5.097,1.989,-0.836,-3.006,-4.728,0.000,-544.798,-289.718,14.557,32.980,8.006
83658.548,301.240,0.967,14.915,107.607,86.228,-7.566,-3.678,-2.565,-1.044,-0.756,-4.255,-4.485,-5.886,-3.572,-0.625,1.479,-4.885,1.780,-0.209,-2.695,-4.615,0.000,-544.798,-289.718,14.557,32.963,8.017
83654.517,301.243,0.967,14.910,107.528,85.907,-6.809,-4.681,-2.244,-1.357,-0.648,-4.566,-5.019,-5.243,-3.125,-0.313,1.479,-5.840,1.256,-0.000,-2.488,-5.065,0.000,-544.798,-289.718,14.557,32.947,8.017
83662.580,301.240,0.968,14.920,107.686,85.907,-6.701,-3.009,-2.351,-0.939,-0.432,-4.151,-5.125,-5.136,-2.567,-0.938,1.268,-4.991,1.152,-0.418,-2.280,-4.390,0.000,-544.798,-289.718,14.557,32.963,8.006
