%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83174.781,300.965,0.963,15.048,109.01,74.689,-7.133,-3.009,-1.283,-1.67,-0.432,-4.048,-4.912,-4.815,-2.456,-0.313,1.162,-5.204,1.78,-0.731,-2.073,-3.715,0,17.324,31.917,-2.174,27.981,-0.019
83174.781,300.969,0.963,15.059,109.168,75.009,-6.809,-4.124,-1.71,-0.835,-0.324,-4.048,-4.378,-5.35,-2.009,0.104,2.429,-5.098,1.885,0.105,-2.073,-3.94,0,17.267,31.928,-2.178,27.981,0.012
83174.781,300.969,0.963,15.048,109.01,74.849,-6.593,-3.232,-1.39,-1.044,-0.216,-4.67,-4.805,-5.029,-3.014,-0.313,1.796,-5.416,0.733,-0.627,-2.488,-5.065,0,17.209,31.938,-2.184,27.981,0.002
83174.781,300.965,0.963,15.059,109.168,74.849,-6.917,-3.009,-1.603,-1.044,0,-3.529,-4.591,-5.029,-2.679,-0.938,1.901,-4.673,1.466,-0.522,-2.488,-3.715,0,17.132,31.948,-2.191,27.981,0.012
83182.844,300.969,0.963,15.059,109.168,74.849,-6.917,-3.344,-1.496,-1.357,-0.432,-4.255,-4.912,-5.35,-2.679,0,1.162,-4.885,1.885,-0.209,-1.555,-3.94,0,17.074,31.958,-2.196,27.949,0.012
83170.749,300.967,0.963,15.071,109.326,74.849,-6.161,-4.235,-1.71,-0.939,-0.648,-4.047,-4.378,-5.136,-2.679,-0.625,2.535,-5.841,1.675,-0.104,-2.488,-3.827,0,16.997,31.978,-2.204,27.965,0.002
83174.781,300.967,0.963,15.065,109.247,74.849,-6.701,-3.455,-1.817,-1.67,0.108,-4.773,-4.698,-5.885,-1.898,-0.729,1.901,-4.779,0.838,-0.522,-2.177,-4.84,0,16.92,31.999,-2.209,27.949,0.002
83178.812,300.965,0.963,15.075,109.405,74.529,-6.701,-2.898,-1.39,-1.253,-0.756,-4.462,-6.3,-5.778,-2.902,-0.521,1.69,-5.522,2.094,-0.418,-2.798,-4.165,0,16.805,32.009,-2.215,27.965,0.002
83182.844,300.967,0.963,15.064,109.247,74.689,-7.35,-3.344,-1.603,-1.044,-0.324,-4.151,-4.378,-5.564,-2.567,0,1.479,-5.204,1.675,0.314,-2.28,-3.602,0,16.747,32.05,-2.222,27.981,0.012
83174.781,300.969,0.963,15.065,109.247,74.689,-6.377,-4.793,-1.496,-1.357,-0.216,-4.566,-4.805,-5.136,-3.349,0.418,1.69,-5.522,1.885,0.209,-1.969,-4.39,0,16.728,32.08,-2.228,27.965,-0.008
83186.875,300.969,0.963,15.069,109.326,74.849,-6.593,-3.009,-2.886,-1.148,-0.108,-4.462,-5.018,-5.35,-2.121,-0.313,1.69,-5.416,1.257,-0.313,-2.488,-4.165,0,16.651,32.111,-2.235,27.981,0.012
83178.812,300.965,0.963,15.064,109.247,75.009,-6.377,-3.344,-1.283,-1.461,-0.324,-3.632,-5.018,-4.708,-2.79,0.209,0.951,-5.098,1.361,-0.522,-1.658,-4.052,0,16.554,32.151,-2.241,27.965,-0.008
83190.906,300.965,0.963,15.069,109.326,74.529,-6.377,-3.678,-1.71,-0.313,-0.108,-4.255,-4.591,-5.457,-2.121,0,1.902,-4.991,1.466,0.628,-2.177,-3.715,0,16.458,32.182,-2.246,27.981,0.012
83186.875,300.967,0.963,15.069,109.326,74.849,-6.053,-3.232,-1.39,-0.835,0.433,-4.047,-4.698,-5.029,-3.349,-0.104,2.007,-4.567,1.885,-0.209,-1.969,-4.615,0,16.401,32.212,-2.253,27.965,0.002
83182.844,300.965,0.963,15.069,109.326,75.009,-6.377,-2.898,-1.817,-0.731,-0.216,-4.151,-4.912,-4.922,-2.232,-1.146,1.902,-5.204,1.047,-0.104,-1.969,-3.489,0,16.285,32.253,-2.259,27.965,0.012
83174.781,300.969,0.963,15.07,109.326,75.009,-7.133,-3.455,-1.39,-1.357,-0.216,-4.358,-4.485,-5.243,-2.567,0.626,1.056,-4.779,1.675,-0.418,-2.384,-3.602,0,16.208,32.283,-2.265,27.981,-0.019
83186.875,300.967,0.963,15.064,109.247,75.009,-6.377,-3.344,-1.069,-0.731,-1.079,-3.632,-4.378,-5.136,-2.344,-0.417,1.902,-5.841,1.256,-0.104,-2.798,-3.827,0,16.17,32.324,-2.271,27.998,-0.008
83178.812,300.969,0.963,15.07,109.326,74.849,-6.377,-3.121,-1.71,-1.044,0.108,-4.981,-4.591,-5.029,-2.79,-0.208,1.902,-4.673,2.199,-0.104,-2.177,-4.503,0,16.054,32.365,-2.277,27.949,-0.019
83174.781,300.965,0.963,15.07,109.326,74.849,-6.485,-3.009,-1.817,-1.357,-0.216,-4.047,-5.339,-5.564,-2.679,-0.834,1.479,-4.779,1.78,-0.418,-2.073,-3.715,0,16.016,32.385,-2.282,27.981,0.002
83182.844,300.967,0.963,15.069,109.326,75.009,-6.917,-3.567,-1.817,-1.357,-0.216,-4.151,-4.912,-5.35,-2.567,-0.104,1.479,-5.204,1.675,0.209,-2.488,-3.715,0,15.958,32.415,-2.287,27.965,0.012
83178.812,300.965,0.963,15.075,109.405,75.009,-6.593,-4.458,-1.924,-1.044,-0.756,-4.358,-4.912,-5.778,-2.902,-0.417,1.902,-5.629,2.199,0.314,-2.488,-4.165,0,15.862,32.446,-2.292,27.981,-0.008
83178.812,300.965,0.963,15.059,109.168,74.689,-6.917,-2.898,-1.817,-0.835,-0.432,-4.359,-4.698,-5.243,-2.679,-0.729,1.479,-4.991,0.733,-0.209,-2.177,-4.953,0,15.804,32.497,-2.296,27.981,0.002
83178.812,300.965,0.963,15.07,109.326,74.529,-6.485,-3.567,-1.39,-1.357,0.433,-4.048,-5.339,-5.243,-2.902,-0.313,1.268,-4.991,2.094,-0.313,-1.969,-3.827,0,15.804,32.548,-2.3,27.965,0.002
83178.812,300.965,0.963,15.07,109.326,74.689,-7.241,-3.121,-1.817,-0.418,-0.864,-3.944,-4.591,-5.565,-2.567,-0.104,1.373,-5.204,1.466,-0.104,-3.109,-3.715,0,15.727,32.578,-2.306,27.981,0.002
83178.812,300.962,0.963,15.064,109.247,74.849,-6.377,-3.455,-1.39,-0.731,0.541,-4.255,-5.232,-5.03,-3.237,0,1.056,-5.31,1.466,-0.418,-2.488,-4.503,0,15.65,32.578,-2.308,27.965,0.012
83182.844,300.967,0.963,15.069,109.326,74.689,-6.485,-3.455,-2.245,-1.253,-0.432,-4.359,-4.698,-5.137,-2.121,-1.146,1.373,-4.567,1.885,-0.104,-2.177,-3.264,0,15.592,32.629,-2.31,27.981,-0.008
83170.749,300.964,0.963,15.081,109.484,75.009,-6.377,-3.009,-1.283,-1.566,-0.108,-4.359,-4.912,-5.672,-2.791,-0.313,0.634,-5.416,1.57,-0.731,-2.177,-3.602,0,15.554,32.669,-2.315,27.965,-0.008
83174.781,300.965,0.963,15.07,109.326,75.009,-6.377,-3.901,-2.031,-0.731,-0.864,-4.048,-4.698,-5.03,-2.568,-0.521,1.902,-5.629,1.57,-0.104,-3.006,-3.602,0,15.496,32.68,-2.317,27.981,-0.008
83182.844,300.967,0.963,15.075,109.405,74.849,-6.701,-3.678,-1.817,-1.148,-0.324,-4.67,-5.339,-5.458,-3.014,-0.521,1.268,-5.204,1.57,-0.313,-2.488,-4.615,0,15.496,32.72,-2.319,27.981,-0.008
83178.812,300.964,0.963,15.081,109.484,74.369,-6.809,-3.455,-0.962,-0.939,0.433,-3.736,-5.339,-5.244,-2.791,-1.042,1.902,-5.098,1.466,-0.94,-2.384,-3.602,0,15.515,32.741,-2.321,27.981,0.012
83178.812,300.962,0.963,15.075,109.405,74.849,-7.133,-3.121,-1.496,-0.418,-0.324,-4.151,-4.805,-4.495,-2.456,0,0.845,-4.885,1.361,-0.418,-2.384,-3.94,0,15.438,32.751,-2.321,27.981,-0.008
83174.781,300.964,0.963,15.081,109.484,74.529,-6.701,-3.789,-1.603,-0.835,-1.079,-3.944,-4.805,-4.602,-2.791,-0.625,1.585,-5.629,1.57,0,-2.177,-4.052,0,15.4,32.802,-2.323,27.981,0.002
83178.812,300.962,0.963,15.07,109.326,74.689,-6.269,-2.786,-2.138,-1.044,0.108,-4.463,-4.591,-4.923,-2.679,-0.729,1.056,-4.673,0.209,-0.418,-2.591,-4.165,0,15.4,32.791,-2.323,27.981,-0.008
83170.749,300.964,0.963,15.081,109.484,74.849,-6.485,-3.009,-1.069,-1.461,0,-3.529,-5.232,-4.709,-2.121,-0.417,1.796,-4.991,1.885,-0.94,-2.798,-4.165,0,15.381,32.812,-2.324,27.965,0.002
