%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83904.464,299.158,0.977,24.947,304.034,302.195,-8.321,-4.793,-3.313,-1.775,-1.079,-4.981,-6.513,-6.207,-2.903,-2.188,0.423,-5.628,0.628,-1.463,-3.835,-5.628,-9.499,-544.798,-289.718,14.557,120.027,-39.934
83908.495,299.158,0.977,24.946,304.034,302.035,-8.537,-4.904,-3.099,-2.923,-1.295,-4.981,-6.086,-6.100,-4.019,-1.146,-0.844,-6.583,0.314,-1.776,-3.317,-5.628,-9.510,-544.798,-289.718,14.557,119.994,-39.934
83904.464,299.156,0.977,24.943,303.955,302.035,-7.889,-4.681,-2.672,-1.566,-1.943,-5.811,-6.407,-6.100,-4.242,-2.084,0.000,-7.008,-0.209,-1.985,-3.835,-6.079,-9.489,-544.798,-289.718,14.557,120.027,-39.934
83904.464,299.158,0.977,24.950,304.113,302.355,-8.105,-5.350,-3.420,-2.714,-1.403,-6.226,-7.047,-6.207,-4.912,-2.084,0.000,-6.159,0.314,-1.567,-3.317,-6.191,-9.499,-544.798,-289.718,14.557,120.010,-39.934
83900.432,299.154,0.977,24.947,304.034,302.355,-7.348,-5.127,-3.527,-2.714,-2.375,-5.396,-6.941,-6.314,-3.461,-2.084,0.528,-6.053,0.942,-1.881,-3.524,-5.403,-9.499,-544.798,-289.718,14.557,120.010,-39.893
83904.464,299.156,0.977,24.943,303.955,302.355,-8.753,-4.793,-2.779,-2.610,-0.972,-5.086,-6.193,-6.207,-4.577,-1.667,-0.422,-6.265,0.209,-1.881,-3.524,-6.191,-9.531,-544.798,-289.718,14.557,120.010,-39.913
83908.495,299.161,0.977,24.943,303.955,302.675,-7.781,-4.793,-3.527,-2.923,-1.619,-5.189,-6.620,-5.886,-4.019,-1.667,0.845,-7.433,0.000,-1.463,-3.317,-5.853,-9.510,-544.798,-289.718,14.557,119.978,-39.934
83912.526,299.158,0.977,24.949,304.113,302.195,-8.105,-4.235,-3.313,-2.505,-1.187,-6.331,-6.407,-6.207,-4.242,-1.875,0.000,-6.477,-0.105,-1.881,-3.835,-5.853,-9.489,-544.798,-289.718,14.557,120.027,-39.923
83904.464,299.159,0.977,24.944,303.955,302.675,-7.457,-4.124,-2.886,-2.505,-1.295,-4.982,-6.727,-5.671,-3.683,-1.459,0.423,-6.053,1.047,-1.776,-3.731,-5.853,-9.489,-544.798,-289.718,14.557,120.027,-39.934
83904.464,299.158,0.977,24.950,304.113,302.515,-8.537,-5.350,-3.206,-2.296,-1.727,-5.708,-6.513,-7.277,-4.353,-1.459,0.317,-6.371,0.628,-1.149,-3.524,-5.516,-9.499,-544.798,-289.718,14.557,120.010,-39.934
83908.495,299.158,0.977,24.949,304.113,302.675,-7.997,-5.350,-3.099,-3.132,-1.403,-4.982,-6.620,-5.993,-4.688,-1.667,0.739,-7.114,0.524,-1.358,-3.939,-5.628,-9.489,-544.798,-289.718,14.557,119.994,-39.934
83908.495,299.158,0.977,24.943,303.955,302.515,-8.321,-5.127,-4.809,-2.296,-1.511,-6.123,-6.407,-6.421,-4.130,-2.813,0.211,-6.477,-0.105,-1.463,-3.317,-5.741,-9.510,-544.798,-289.718,14.557,120.010,-39.923
83896.401,299.158,0.977,24.954,304.192,302.675,-7.889,-4.347,-2.458,-2.401,-0.972,-5.501,-6.727,-5.778,-3.460,-1.459,0.423,-6.371,0.628,-1.985,-3.109,-5.628,-9.489,-544.798,-289.718,14.557,120.010,-39.934
83900.432,299.156,0.977,24.954,304.192,302.675,-7.781,-5.350,-2.993,-2.296,-1.511,-6.020,-6.407,-7.277,-4.576,-1.876,-0.211,-7.114,0.000,-1.149,-3.835,-5.516,-9.499,-544.798,-289.718,14.557,120.010,-39.923
83908.495,299.158,0.977,24.959,304.350,302.836,-7.997,-5.350,-3.420,-2.401,-1.403,-5.916,-6.407,-6.100,-4.465,-1.563,0.423,-6.583,0.419,-1.567,-3.213,-6.304,-9.499,-544.798,-289.718,14.557,120.010,-39.923
83904.464,299.156,0.977,24.953,304.192,302.675,-7.997,-4.235,-2.993,-1.983,-1.079,-4.878,-6.193,-6.207,-3.572,-2.501,0.423,-6.690,0.733,-1.358,-3.213,-4.953,-9.499,-544.798,-289.718,14.557,120.027,-39.923
83912.526,299.156,0.977,24.955,304.271,302.836,-7.782,-4.458,-2.672,-2.714,-0.648,-5.086,-6.193,-5.993,-4.353,-1.146,-0.211,-6.583,0.524,-2.299,-3.420,-5.291,-9.489,-544.798,-289.718,14.557,119.994,-39.923
83908.495,299.158,0.977,24.956,304.271,302.996,-7.890,-5.015,-3.420,-1.983,-2.159,-5.708,-6.300,-6.421,-4.353,-1.563,0.634,-6.902,0.628,-0.940,-4.042,-5.403,-9.510,-544.798,-289.718,14.557,120.010,-39.934
83904.464,299.154,0.977,24.963,304.430,303.156,-7.350,-4.347,-2.886,-2.401,-0.864,-5.708,-6.086,-5.885,-3.907,-1.250,-0.000,-6.477,0.733,-2.194,-3.109,-6.529,-9.489,-544.798,-289.718,14.557,120.010,-39.934
83904.464,299.156,0.977,24.963,304.430,303.316,-8.106,-5.127,-3.848,-2.818,-1.403,-5.812,-6.727,-5.564,-3.683,-1.980,0.211,-5.415,0.942,-1.254,-3.939,-5.516,-9.479,-544.798,-289.718,14.557,120.027,-39.934
83912.526,299.156,0.977,24.958,304.350,303.316,-8.539,-5.127,-3.420,-2.610,-1.403,-5.812,-6.834,-6.635,-4.688,-1.876,-0.738,-7.221,0.209,-2.403,-4.042,-5.966,-9.489,-544.798,-289.718,14.557,119.994,-39.923
83908.495,299.153,0.977,24.965,304.509,303.636,-8.106,-6.019,-4.168,-2.401,-2.267,-5.604,-5.873,-6.207,-4.130,-1.667,0.317,-6.583,0.314,-0.836,-3.939,-5.628,-9.489,-544.798,-289.718,14.557,120.010,-39.944
