%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83069.965,301.691,0.959,14.877,106.157,104.679,-5.944,-2.786,-2.351,-0.626,-0.432,-3.735,-4.912,-5.137,-2.567,-0.938,2.218,-4.566,1.885,-0.104,-2.488,-3.264,-2.711,-544.798,-289.718,14.557,-177.050,-18.013
83073.996,301.688,0.959,14.888,106.315,104.999,-6.592,-2.675,-1.069,-1.670,-0.432,-3.735,-4.164,-4.280,-2.121,0.417,1.584,-4.460,2.408,-0.418,-1.658,-3.151,-2.701,-544.798,-289.718,14.557,-177.050,-18.013
83073.996,301.691,0.959,14.877,106.157,104.679,-5.403,-3.009,-1.069,-0.522,-0.216,-3.216,-4.805,-4.601,-2.121,0.417,2.535,-5.097,1.989,0.419,-2.073,-3.714,-2.711,-544.798,-289.718,14.557,-177.050,-18.003
83073.996,301.693,0.959,14.888,106.315,105.159,-5.403,-2.563,-1.389,-0.417,-0.000,-4.358,-4.164,-4.387,-1.898,0.104,1.479,-4.566,0.838,0.209,-1.969,-4.389,-2.711,-544.798,-289.718,14.557,-177.066,-17.982
83073.996,301.693,0.959,14.888,106.315,105.159,-5.836,-3.678,-1.603,-1.044,-0.000,-3.735,-5.552,-4.815,-2.232,0.209,1.690,-4.991,2.303,-0.627,-1.762,-3.264,-2.701,-544.798,-289.718,14.557,-177.033,-18.013
83078.027,301.689,0.959,14.893,106.394,104.839,-6.484,-2.898,-1.496,-0.731,-0.216,-3.840,-4.485,-5.458,-2.902,0.104,1.162,-4.778,1.780,0.209,-2.280,-4.277,-2.669,-544.798,-289.718,14.557,-177.050,-18.013
83073.996,301.691,0.959,14.899,106.473,104.999,-5.944,-4.124,-1.389,-0.835,-0.216,-4.151,-4.164,-4.815,-3.014,0.313,2.113,-4.991,1.989,0.209,-1.866,-4.052,-2.680,-544.798,-289.718,14.557,-177.050,-17.993
83073.996,301.693,0.959,14.905,106.552,104.999,-6.268,-2.898,-2.030,-0.939,-0.108,-3.425,-4.912,-5.136,-2.009,-0.833,2.007,-4.885,1.780,0.523,-2.280,-4.052,-2.711,-544.798,-289.718,14.557,-177.033,-18.003
83073.996,301.693,0.959,14.899,106.473,105.159,-6.808,-3.901,-1.282,-1.983,0.108,-3.943,-4.912,-5.029,-2.344,0.104,1.584,-5.416,2.199,-0.836,-2.177,-3.602,-2.680,-544.798,-289.718,14.557,-177.066,-17.972
83073.996,301.694,0.959,14.910,106.631,104.839,-6.160,-3.678,-1.710,-0.835,-0.864,-4.358,-5.232,-5.458,-2.790,0.209,1.479,-5.309,1.885,0.209,-2.591,-3.714,-2.701,-544.798,-289.718,14.557,-177.033,-17.993
83073.996,301.691,0.959,14.905,106.552,104.999,-5.944,-3.009,-1.603,-1.566,-0.108,-4.255,-5.232,-5.029,-2.456,-0.521,1.901,-4.672,1.675,0.628,-2.073,-5.177,-2.721,-544.798,-289.718,14.557,-177.066,-18.003
83073.996,301.691,0.959,14.910,106.631,104.839,-5.836,-2.786,-1.496,-1.252,-0.216,-3.321,-4.805,-5.029,-2.456,-0.208,2.218,-4.778,2.408,-0.313,-2.073,-3.939,-2.701,-544.798,-289.718,14.557,-177.050,-18.003
83073.996,301.689,0.959,14.910,106.631,105.159,-7.132,-2.898,-1.710,-1.148,0.216,-3.632,-4.378,-5.672,-2.790,0.209,1.373,-4.566,1.990,0.314,-1.762,-3.939,-2.701,-544.798,-289.718,14.557,-177.050,-18.003
83073.996,301.691,0.959,14.927,106.868,105.319,-5.944,-3.901,-1.282,-0.104,-0.432,-4.255,-4.378,-4.815,-2.790,-0.000,2.430,-5.416,1.885,0.733,-1.658,-4.164,-2.690,-544.798,-289.718,14.557,-177.033,-18.003
83073.996,301.691,0.959,14.916,106.710,105.319,-6.052,-2.675,-2.030,-1.044,0.324,-3.840,-4.912,-4.708,-1.339,-0.521,1.584,-4.778,1.047,0.209,-2.177,-4.277,-2.680,-544.798,-289.718,14.557,-177.082,-17.993
83069.965,301.694,0.959,14.933,106.947,105.159,-6.052,-2.898,-1.069,-1.252,-0.648,-3.632,-4.912,-4.922,-2.344,-0.000,1.479,-4.672,2.409,-0.313,-1.658,-3.602,-2.701,-544.798,-289.718,14.557,-177.082,-18.003
83073.996,301.689,0.959,14.932,106.947,105.159,-6.161,-3.455,-1.389,-0.104,-0.432,-3.632,-4.485,-5.458,-1.786,0.313,2.218,-4.885,2.409,0.733,-2.591,-3.489,-2.690,-544.798,-289.718,14.557,-177.066,-18.003
83069.965,301.694,0.959,14.938,107.026,105.159,-5.728,-3.232,-1.496,-1.252,0.216,-4.566,-4.378,-4.601,-2.790,0.104,2.113,-4.566,2.199,1.047,-1.451,-4.389,-2.721,-544.798,-289.718,14.557,-177.050,-18.013
83065.933,301.693,0.959,14.944,107.105,105.319,-5.945,-2.786,-1.282,-0.626,0.324,-3.425,-4.485,-4.815,-2.121,-0.313,2.007,-4.778,2.304,0.628,-1.658,-3.489,-2.701,-544.798,-289.718,14.557,-177.066,-18.013
83061.902,301.694,0.959,14.939,107.026,105.319,-6.809,-2.786,-1.496,-1.566,-0.216,-3.632,-4.485,-5.244,-2.679,0.313,1.056,-4.778,2.199,0.419,-1.762,-3.939,-2.701,-544.798,-289.718,14.557,-177.050,-18.003
83069.965,301.694,0.959,14.949,107.184,105.159,-5.945,-4.124,-1.924,-0.939,-0.324,-4.047,-5.125,-4.815,-2.232,-0.625,1.690,-5.203,1.990,0.314,-1.762,-4.052,-2.690,-544.798,-289.718,14.557,-177.066,-17.993
83069.965,301.689,0.959,14.944,107.105,105.640,-6.161,-3.121,-2.030,-1.252,-0.756,-4.565,-4.912,-4.922,-2.121,-0.417,1.690,-4.460,0.942,0.209,-1.658,-4.164,-2.690,-544.798,-289.718,14.557,-177.050,-17.982
83073.996,301.691,0.959,14.949,107.184,105.640,-6.161,-3.455,-1.710,-1.357,-0.108,-3.320,-5.446,-5.565,-1.898,-0.834,1.690,-5.416,1.780,-0.104,-2.280,-3.939,-2.690,-544.798,-289.718,14.557,-177.050,-18.003
83078.027,301.689,0.959,14.954,107.263,105.640,-6.161,-3.344,-1.069,-0.731,-0.540,-4.150,-4.805,-5.672,-1.786,-0.208,2.324,-5.416,1.885,0.419,-2.488,-4.502,-2.701,-544.798,-289.718,14.557,-177.066,-17.993
83069.965,301.691,0.959,14.960,107.342,105.640,-6.593,-3.678,-2.137,-0.522,0.108,-4.358,-4.912,-5.136,-3.349,-0.000,2.218,-5.309,1.990,0.628,-1.555,-4.614,-2.711,-544.798,-289.718,14.557,-177.066,-17.993
83065.933,301.689,0.959,14.961,107.342,105.800,-5.945,-3.121,-2.137,-0.313,-0.324,-3.632,-4.485,-5.244,-2.344,-0.729,2.430,-4.460,1.885,-0.313,-1.969,-3.714,-2.690,-544.798,-289.718,14.557,-177.050,-17.993
83073.996,301.688,0.959,14.954,107.263,105.800,-6.485,-3.121,-1.603,-1.566,-0.324,-4.150,-4.591,-5.029,-2.567,0.209,1.162,-4.672,1.990,-0.209,-1.866,-3.827,-2.690,-544.798,-289.718,14.557,-177.066,-17.982
83069.965,301.691,0.959,14.971,107.500,106.120,-5.620,-4.235,-1.710,-0.731,-0.540,-3.735,-4.805,-5.029,-2.009,-0.208,2.218,-5.309,2.094,0.314,-2.280,-3.939,-2.711,-544.798,-289.718,14.557,-177.033,-17.993
83069.965,301.691,0.959,14.977,107.579,106.120,-6.809,-2.452,-1.496,-0.939,-0.756,-4.565,-4.591,-4.815,-2.009,0.522,1.479,-4.991,1.989,0.523,-1.658,-4.052,-2.701,-544.798,-289.718,14.557,-177.050,-17.993
83065.933,301.689,0.959,14.972,107.500,105.960,-5.728,-3.232,-1.603,-0.417,-0.432,-3.735,-4.912,-4.708,-2.232,0.209,1.901,-4.566,2.513,-0.104,-2.073,-3.939,-2.701,-544.798,-289.718,14.557,-177.050,-18.003
83069.965,301.688,0.959,14.977,107.579,106.120,-6.269,-2.786,-0.855,-0.731,-0.216,-3.735,-4.271,-5.779,-1.786,0.313,1.901,-4.778,1.989,0.419,-2.384,-3.376,-2.711,-544.798,-289.718,14.557,-177.066,-17.993
83065.933,301.688,0.959,14.977,107.579,106.120,-6.053,-4.012,-1.710,-1.148,-0.324,-3.632,-4.698,-4.601,-3.014,0.313,1.796,-4.778,1.780,0.837,-1.762,-4.389,-2.690,-544.798,-289.718,14.557,-177.066,-17.993
83069.965,301.689,0.959,14.982,107.658,106.280,-6.160,-2.563,-2.351,-1.044,-0.000,-4.150,-5.232,-4.601,-2.790,-0.521,2.113,-5.097,1.466,0.314,-2.488,-3.714,-2.732,-544.798,-289.718,14.557,-177.082,-18.013
83065.933,301.689,0.959,14.988,107.737,106.440,-6.484,-3.121,-1.069,-1.983,-0.864,-4.150,-4.805,-5.458,-1.898,0.313,1.162,-5.097,2.199,0.105,-1.762,-4.052,-2.711,-544.798,-289.718,14.557,-177.033,-17.993
