%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82662.794,301.151,0.956,25.022,299.358,298.555,-7.674,-3.901,-2.886,-1.461,-0.756,-5.292,-5.446,-5.244,-2.679,-1.772,0.634,-6.160,0.419,-1.463,-3.317,-5.179,-3.221,-544.798,-289.718,14.557,90.019,-35.014
82666.825,301.146,0.956,25.018,299.279,298.555,-7.890,-4.570,-2.245,-3.132,-1.511,-5.500,-6.300,-5.886,-3.572,-1.251,0.423,-6.584,0.419,-2.821,-3.420,-5.291,-3.242,-544.798,-289.718,14.557,90.035,-35.004
82662.794,301.146,0.956,25.019,299.279,298.875,-7.350,-4.792,-2.565,-1.983,-1.619,-5.085,-6.300,-6.314,-3.796,-1.459,0.739,-6.584,0.524,-1.358,-4.042,-5.404,-3.232,-544.798,-289.718,14.557,90.019,-34.994
82658.762,301.146,0.956,25.019,299.279,298.715,-7.458,-5.015,-3.741,-3.027,-1.187,-5.604,-5.873,-5.993,-3.684,-1.146,0.739,-6.266,0.733,-1.045,-3.109,-5.742,-3.242,-544.798,-289.718,14.557,90.035,-35.014
82666.825,301.151,0.956,25.022,299.358,298.555,-7.890,-4.458,-2.993,-1.879,-1.727,-5.189,-6.300,-6.207,-3.572,-2.397,0.423,-6.478,0.524,-1.358,-3.213,-4.954,-3.200,-544.798,-289.718,14.557,90.002,-35.004
82662.794,301.148,0.956,25.016,299.200,298.875,-8.863,-5.127,-3.207,-2.818,-1.295,-5.085,-5.766,-5.779,-3.237,-0.938,-0.105,-5.735,0.838,-1.254,-3.213,-5.291,-3.200,-544.798,-289.718,14.557,90.019,-35.004
82658.762,301.149,0.956,25.026,299.437,298.875,-7.350,-4.792,-2.672,-1.670,-1.943,-5.292,-5.979,-5.779,-4.019,-1.563,1.162,-6.478,1.152,-0.313,-3.420,-4.954,-3.211,-544.798,-289.718,14.557,90.051,-35.004
82658.762,301.148,0.956,25.016,299.200,298.715,-7.241,-3.789,-2.779,-1.983,-1.079,-6.019,-6.086,-5.565,-3.349,-1.772,0.634,-5.841,0.524,-1.149,-3.213,-5.854,-3.190,-544.798,-289.718,14.557,90.002,-35.014
82666.825,301.144,0.956,25.021,299.358,298.715,-7.782,-4.124,-3.314,-2.610,-1.727,-5.500,-6.620,-6.421,-3.907,-1.563,0.951,-5.522,1.257,-1.254,-3.524,-4.503,-3.200,-544.798,-289.718,14.557,90.035,-35.004
82662.794,301.148,0.956,25.022,299.358,298.715,-8.430,-4.235,-2.886,-2.296,-1.079,-4.981,-5.766,-6.314,-4.018,-0.834,-0.211,-6.266,0.524,-1.254,-3.109,-4.954,-3.190,-544.798,-289.718,14.557,90.019,-34.994
82658.762,301.146,0.956,25.019,299.279,298.715,-7.350,-4.904,-3.100,-1.775,-1.079,-5.189,-5.766,-6.100,-4.465,-1.355,0.528,-6.903,1.466,-1.254,-3.317,-5.291,-3.200,-544.798,-289.718,14.557,90.019,-35.014
82670.857,301.148,0.956,25.021,299.358,298.555,-7.241,-4.012,-3.527,-2.818,-1.403,-6.122,-6.193,-6.528,-3.572,-2.293,0.106,-6.160,-0.105,-1.045,-3.006,-5.404,-3.200,-544.798,-289.718,14.557,90.019,-34.983
82658.762,301.146,0.956,25.019,299.279,298.555,-7.674,-3.901,-2.245,-2.505,-1.619,-5.189,-7.047,-5.993,-3.460,-1.146,0.739,-5.947,1.152,-1.881,-4.146,-5.066,-3.190,-544.798,-289.718,14.557,90.051,-34.994
82666.825,301.148,0.956,25.015,299.200,298.395,-8.430,-4.681,-2.993,-2.714,-1.403,-6.226,-5.873,-6.850,-3.683,-0.834,1.056,-5.841,0.733,-1.254,-3.524,-5.291,-3.190,-544.798,-289.718,14.557,90.035,-35.014
82666.825,301.148,0.956,25.025,299.437,298.395,-7.674,-5.461,-3.207,-2.296,-1.511,-5.707,-6.727,-5.779,-4.911,-1.563,0.422,-7.328,0.209,-1.567,-3.939,-5.404,-3.180,-544.798,-289.718,14.557,90.035,-34.994
82666.825,301.151,0.956,25.015,299.200,298.395,-7.998,-4.570,-3.527,-2.192,-1.295,-5.292,-6.086,-5.458,-3.683,-1.980,0.317,-5.947,0.209,-1.045,-3.835,-5.291,-3.200,-544.798,-289.718,14.557,90.035,-34.994
82678.919,301.148,0.956,25.016,299.279,298.395,-7.999,-5.015,-2.459,-3.549,-2.267,-6.434,-6.834,-6.850,-4.241,-1.772,0.106,-6.691,0.942,-2.090,-3.524,-5.404,-3.180,-544.798,-289.718,14.557,90.002,-35.004
82662.794,301.144,0.956,25.019,299.279,298.395,-7.459,-4.570,-2.779,-1.879,-1.511,-5.396,-6.300,-7.064,-3.795,-2.084,0.528,-7.222,0.524,-1.358,-3.731,-5.854,-3.169,-544.798,-289.718,14.557,90.002,-34.994
82670.857,301.151,0.956,25.018,299.279,298.395,-7.567,-5.015,-3.207,-2.505,-1.079,-5.915,-6.513,-5.458,-4.130,-1.667,0.634,-6.160,0.524,-1.149,-3.628,-5.404,-3.190,-544.798,-289.718,14.557,90.019,-34.973
82670.857,301.149,0.956,25.018,299.279,298.395,-7.783,-4.792,-3.634,-2.714,-1.619,-5.707,-6.727,-6.743,-3.907,-2.397,-0.316,-6.584,0.838,-1.045,-3.731,-4.954,-3.211,-544.798,-289.718,14.557,90.035,-35.004
82670.857,301.148,0.956,25.014,299.200,298.715,-7.891,-4.570,-2.672,-2.714,-0.864,-4.566,-6.086,-5.886,-3.460,-1.042,0.739,-6.160,0.628,-1.358,-3.006,-5.291,-3.180,-544.798,-289.718,14.557,90.002,-35.004
82666.825,301.149,0.956,25.018,299.279,298.395,-7.351,-5.015,-2.672,-2.192,-1.511,-5.396,-6.300,-5.886,-3.572,-0.625,1.268,-5.947,0.942,-0.731,-3.524,-4.728,-3.190,-544.798,-289.718,14.557,90.019,-35.014
