%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
83456.979,300.773,0.967,24.920,300.136,295.498,-6.701,-3.344,-1.496,-1.253,0.324,-4.877,-5.232,-5.029,-3.014,-0.625,1.268,-5.309,1.571,-0.522,-2.073,-4.728,-1.149,-544.798,-289.718,14.557,-178.850,-16.010
83456.979,300.777,0.967,24.923,300.215,295.178,-6.809,-3.455,-1.817,-1.566,-0.648,-4.151,-5.766,-5.886,-2.790,-1.042,1.584,-5.415,1.361,-0.940,-2.695,-4.390,-1.139,-544.798,-289.718,14.557,-178.883,-16.010
83461.010,300.777,0.967,24.922,300.215,295.338,-7.674,-3.789,-1.924,-1.775,-0.540,-4.151,-4.912,-5.243,-2.902,0.104,0.528,-5.203,1.571,-0.418,-2.488,-4.390,-1.139,-544.798,-289.718,14.557,-178.883,-16.031
83452.947,300.777,0.967,24.924,300.215,295.338,-6.161,-4.904,-2.351,-1.148,-1.295,-5.189,-5.659,-5.564,-3.683,-0.938,1.268,-6.053,1.047,-0.522,-2.695,-4.390,-1.149,-544.798,-289.718,14.557,-178.883,-16.010
83456.979,300.775,0.967,24.923,300.215,295.498,-6.701,-3.455,-2.672,-1.044,-0.324,-5.396,-5.766,-5.029,-2.679,-1.042,1.268,-5.203,0.000,-0.731,-2.695,-4.615,-1.118,-544.798,-289.718,14.557,-178.866,-16.010
83452.947,300.773,0.967,24.923,300.215,295.818,-7.025,-4.012,-2.244,-1.879,-0.972,-4.773,-6.407,-5.564,-2.790,-1.042,0.739,-6.053,1.256,-1.672,-2.902,-4.503,-1.149,-544.798,-289.718,14.557,-178.866,-16.021
83444.884,300.775,0.966,24.928,300.294,295.498,-7.566,-4.124,-2.672,-1.566,-1.079,-4.773,-5.019,-6.314,-3.125,-0.313,1.479,-5.415,1.256,-0.522,-2.177,-4.165,-1.160,-544.798,-289.718,14.557,-178.883,-16.000
83452.947,300.775,0.967,24.927,300.294,295.658,-6.917,-4.235,-1.710,-1.148,-0.000,-4.255,-4.912,-4.601,-3.683,-0.729,1.479,-5.522,0.733,-0.000,-2.695,-4.953,-1.160,-544.798,-289.718,14.557,-178.866,-16.010
83448.916,300.775,0.967,24.927,300.294,295.818,-7.025,-3.789,-3.206,-1.461,-0.648,-5.500,-5.766,-5.457,-3.237,-1.876,1.584,-5.734,0.942,-0.627,-2.902,-4.615,-1.149,-544.798,-289.718,14.557,-178.899,-16.010
83452.947,300.773,0.967,24.927,300.294,295.818,-7.350,-3.789,-2.244,-2.610,-0.648,-4.773,-5.659,-5.350,-2.902,-0.104,1.056,-5.522,1.256,-0.418,-2.280,-3.602,-1.160,-544.798,-289.718,14.557,-178.866,-16.010
83448.916,300.775,0.967,24.927,300.294,295.658,-6.701,-3.789,-1.603,-1.044,-0.756,-4.462,-5.232,-5.671,-3.237,-0.313,1.690,-5.203,1.675,-0.000,-3.006,-4.390,-1.149,-544.798,-289.718,14.557,-178.866,-16.010
83452.947,300.778,0.967,24.927,300.294,295.658,-6.809,-3.901,-2.138,-0.835,-0.216,-5.085,-4.912,-4.815,-3.349,-0.521,1.796,-5.097,1.466,-0.522,-2.488,-5.065,-1.149,-544.798,-289.718,14.557,-178.899,-16.010
83452.947,300.775,0.967,24.930,300.373,295.818,-6.917,-3.455,-2.351,-1.461,-1.079,-4.877,-5.873,-5.564,-3.125,-1.146,1.479,-5.734,1.466,-1.045,-2.798,-4.165,-1.170,-544.798,-289.718,14.557,-178.850,-16.021
83448.916,300.773,0.967,24.931,300.373,295.978,-7.458,-3.678,-2.138,-1.566,-0.324,-4.773,-5.232,-5.457,-2.790,-0.625,1.373,-4.778,1.361,-0.104,-2.280,-3.490,-1.149,-544.798,-289.718,14.557,-178.866,-16.000
83452.947,300.777,0.967,24.937,300.531,295.178,-6.377,-4.458,-1.924,-1.044,-0.756,-4.255,-5.339,-5.029,-3.460,-1.042,1.162,-5.946,0.628,-0.731,-2.280,-4.052,-1.191,-544.798,-289.718,14.557,-178.899,-16.000
83448.916,300.777,0.967,24.931,300.373,295.178,-7.025,-3.678,-2.458,-1.983,-0.540,-5.396,-5.232,-5.136,-2.232,-1.355,1.268,-5.309,0.524,-0.522,-2.280,-4.728,-1.160,-544.798,-289.718,14.557,-178.883,-16.021
83448.916,300.773,0.967,24.931,300.373,295.338,-6.808,-3.121,-1.924,-1.357,-0.972,-4.566,-6.086,-5.457,-2.902,-0.625,1.479,-5.309,1.256,-1.463,-3.006,-4.615,-1.170,-544.798,-289.718,14.557,-178.850,-16.021
83456.979,300.777,0.967,24.933,300.452,295.178,-7.781,-3.901,-2.031,-0.835,-0.432,-4.566,-4.912,-6.421,-3.460,-0.417,1.056,-5.203,1.152,-0.104,-3.109,-4.953,-1.170,-544.798,-289.718,14.557,-178.883,-16.021
83456.979,300.773,0.967,24.926,300.294,295.338,-6.916,-5.127,-2.458,-1.670,-0.540,-5.085,-5.446,-5.350,-3.349,-0.417,1.479,-5.522,1.571,0.000,-2.384,-4.277,-1.160,-544.798,-289.718,14.557,-178.834,-16.021
83452.947,300.772,0.967,24.930,300.373,295.178,-6.916,-3.121,-2.565,-1.357,-0.432,-4.670,-5.552,-5.243,-2.679,-1.563,1.162,-5.840,0.419,-0.836,-2.384,-4.503,-1.181,-544.798,-289.718,14.557,-178.883,-16.000
83456.979,300.777,0.967,24.923,300.215,295.498,-6.916,-3.901,-2.458,-1.879,-0.648,-4.670,-5.552,-5.564,-2.567,-0.417,1.056,-5.203,1.466,-0.940,-2.488,-4.615,-1.170,-544.798,-289.718,14.557,-178.883,-16.010
83461.010,300.775,0.967,24.929,300.373,295.178,-6.808,-3.455,-2.565,-1.357,-1.295,-4.670,-5.446,-6.207,-3.460,-0.313,1.479,-5.840,0.524,0.105,-3.213,-4.165,-1.149,-544.798,-289.718,14.557,-178.883,-16.010
83456.979,300.773,0.967,24.929,300.373,295.498,-6.592,-3.678,-2.031,-1.461,-0.216,-5.085,-5.232,-5.029,-3.014,-0.208,1.901,-5.203,0.838,-0.522,-2.384,-5.291,-1.191,-544.798,-289.718,14.557,-178.866,-16.021
83465.041,300.777,0.967,24.928,300.373,295.178,-6.700,-3.901,-2.886,-1.461,-1.295,-4.462,-6.193,-5.243,-2.567,-1.355,1.690,-5.309,1.361,-1.045,-2.488,-4.165,-1.160,-544.798,-289.718,14.557,-178.899,-16.000
83461.010,300.775,0.967,24.929,300.373,295.178,-7.240,-3.455,-1.817,-1.461,-0.324,-4.462,-5.446,-4.922,-2.233,0.000,0.845,-5.415,1.466,0.000,-2.384,-3.827,-1.170,-544.798,-289.718,14.557,-178.866,-16.010
83448.916,300.773,0.967,24.924,300.215,295.338,-6.160,-4.347,-1.924,-1.148,-0.648,-4.462,-5.125,-5.136,-2.791,-0.521,1.584,-5.946,1.885,0.105,-2.488,-3.827,-1.160,-544.798,-289.718,14.557,-178.899,-16.010
83461.010,300.773,0.967,24.926,300.294,295.338,-6.376,-3.344,-2.351,-1.253,-0.432,-4.773,-5.232,-5.564,-3.014,-1.042,1.584,-5.309,0.942,-0.313,-2.488,-4.615,-1.149,-544.798,-289.718,14.557,-178.915,-16.010
83456.979,300.773,0.967,24.923,300.215,295.018,-6.916,-3.455,-1.710,-1.357,-0.108,-3.840,-5.766,-5.029,-2.791,-0.417,1.479,-4.991,1.675,-0.940,-2.591,-3.715,-1.170,-544.798,-289.718,14.557,-178.883,-16.000
83456.979,300.772,0.967,24.920,300.136,295.018,-7.024,-3.455,-1.176,-1.357,-0.108,-4.462,-5.019,-6.100,-3.461,-0.625,1.056,-5.415,1.361,-0.627,-2.384,-4.728,-1.160,-544.798,-289.718,14.557,-178.899,-16.000
83461.010,300.773,0.967,24.929,300.373,295.018,-6.808,-4.570,-2.244,-1.044,-0.432,-4.047,-4.805,-4.494,-3.349,-0.417,1.268,-5.522,1.257,-0.522,-2.384,-4.503,-1.149,-544.798,-289.718,14.557,-178.915,-16.021
83452.947,300.772,0.967,24.923,300.215,295.178,-7.240,-4.012,-2.886,-0.939,-0.432,-4.773,-5.552,-5.136,-2.344,-1.146,1.373,-5.203,0.838,-0.313,-2.073,-4.052,-1.149,-544.798,-289.718,14.557,-178.899,-16.010
83452.947,300.775,0.967,24.924,300.215,295.018,-7.024,-3.009,-1.817,-1.670,-0.216,-4.462,-5.339,-5.350,-3.126,-0.729,1.268,-5.628,1.257,-1.463,-2.488,-4.277,-1.160,-544.798,-289.718,14.557,-178.866,-16.021
83461.010,300.773,0.967,24.919,300.136,295.178,-7.350,-4.124,-2.565,-1.879,-0.864,-4.877,-5.339,-5.885,-3.237,-0.313,1.373,-5.415,1.152,-0.104,-2.591,-4.615,-1.149,-544.798,-289.718,14.557,-178.899,-16.010
83465.041,300.772,0.967,24.918,300.136,295.018,-6.485,-3.678,-2.351,-0.731,-0.108,-4.462,-5.446,-5.136,-3.796,-0.729,1.056,-5.203,1.152,-0.209,-2.073,-5.516,-1.149,-544.798,-289.718,14.557,-178.866,-16.021
83456.979,300.770,0.967,24.923,300.215,295.018,-7.350,-3.344,-2.779,-1.566,-0.648,-4.773,-5.766,-5.457,-2.679,-1.355,1.056,-5.309,1.152,-0.940,-2.384,-4.277,-1.139,-544.798,-289.718,14.557,-178.866,-16.010
83452.947,300.773,0.967,24.923,300.215,295.178,-8.322,-4.124,-2.031,-1.983,-0.540,-4.670,-5.446,-6.100,-3.126,-0.521,0.739,-5.097,1.361,-0.940,-2.384,-4.052,-1.149,-544.798,-289.718,14.557,-178.883,-16.031
83465.041,300.772,0.967,24.922,300.215,295.018,-6.917,-4.570,-2.565,-1.357,-1.079,-4.047,-5.125,-5.778,-3.461,-0.834,2.007,-5.522,1.361,-0.522,-2.695,-4.390,-1.149,-544.798,-289.718,14.557,-178.883,-16.000
83456.979,300.772,0.967,24.916,300.057,295.018,-6.593,-3.455,-2.458,-1.461,0.108,-4.670,-4.805,-4.815,-2.456,-0.104,1.796,-5.097,1.152,-0.209,-2.073,-4.728,-1.160,-544.798,-289.718,14.557,-178.883,-16.021
83456.979,300.772,0.967,24.913,299.978,295.018,-7.025,-3.009,-1.924,-1.983,-1.187,-4.255,-5.873,-5.885,-2.679,-1.250,1.479,-5.309,1.466,-1.149,-2.591,-4.052,-1.149,-544.798,-289.718,14.557,-178.899,-16.021
83452.947,300.773,0.967,24.914,299.978,295.018,-7.890,-3.901,-1.817,-1.461,-0.216,-4.358,-4.698,-5.671,-2.568,-0.104,1.690,-5.309,2.199,-0.418,-2.073,-4.503,-1.118,-544.798,-289.718,14.557,-178.883,-16.010
83456.979,300.777,0.967,24.910,299.899,294.858,-6.161,-4.347,-1.710,-1.253,-0.540,-4.255,-5.019,-5.778,-2.902,-0.729,1.796,-5.628,1.361,-0.104,-2.073,-4.390,-1.160,-544.798,-289.718,14.557,-178.883,-16.021
83456.979,300.772,0.967,24.913,299.978,294.858,-6.377,-2.675,-2.031,-1.148,-0.000,-4.462,-4.485,-4.922,-2.679,-0.729,0.951,-4.885,0.942,-0.627,-2.177,-4.390,-1.139,-544.798,-289.718,14.557,-178.866,-16.010
83461.010,300.772,0.967,24.919,300.136,295.018,-6.917,-3.901,-1.389,-2.296,-0.648,-4.877,-5.766,-5.671,-2.790,-1.042,0.739,-5.840,1.152,-1.463,-2.280,-4.390,-1.139,-544.798,-289.718,14.557,-178.883,-16.000
83452.947,300.770,0.967,24.917,300.057,294.698,-7.133,-3.455,-1.817,-1.253,-0.216,-4.047,-4.805,-5.885,-2.902,-0.208,1.479,-5.415,1.675,0.000,-2.488,-4.277,-1.129,-544.798,-289.718,14.557,-178.883,-16.010
83461.010,300.773,0.967,24.916,300.057,295.018,-7.025,-3.789,-2.138,-1.253,-0.324,-4.877,-5.446,-4.815,-3.349,-0.313,1.162,-5.309,1.675,-0.627,-2.177,-4.728,-1.149,-544.798,-289.718,14.557,-178.866,-16.021
83456.979,300.772,0.967,24.913,299.978,294.378,-6.809,-4.012,-2.886,-1.357,-0.756,-5.189,-5.552,-5.564,-2.567,-1.146,1.901,-5.840,1.047,-0.836,-3.006,-4.052,-1.118,-544.798,-289.718,14.557,-178.883,-16.000
83452.947,300.772,0.967,24.914,299.978,294.538,-7.350,-3.901,-2.244,-1.566,-0.324,-4.255,-5.125,-5.243,-2.679,-0.104,0.951,-4.778,1.780,-0.731,-2.073,-3.940,-1.129,-544.798,-289.718,14.557,-178.883,-16.010
83452.947,300.775,0.967,24.917,300.057,294.698,-5.945,-4.012,-2.138,-0.939,-0.972,-4.151,-5.232,-5.671,-2.902,-0.417,2.113,-5.840,1.047,-0.209,-2.591,-4.052,-1.118,-544.798,-289.718,14.557,-178.899,-16.021
83452.947,300.773,0.967,24.917,300.057,294.698,-6.701,-4.124,-1.710,-1.670,-0.324,-4.670,-5.019,-5.350,-3.349,-1.042,1.162,-5.309,0.733,-0.836,-2.488,-5.065,-1.118,-544.798,-289.718,14.557,-178.866,-16.000
83456.979,300.773,0.967,24.916,300.057,294.858,-7.133,-3.678,-2.138,-1.357,-0.864,-4.255,-5.552,-5.029,-3.125,-1.250,1.162,-5.203,1.571,-0.940,-2.488,-4.165,-1.139,-544.798,-289.718,14.557,-178.850,-16.010
83452.947,300.770,0.967,24.914,299.978,294.538,-8.106,-3.789,-2.138,-1.566,-0.432,-4.773,-5.446,-5.885,-3.349,-0.104,0.528,-5.840,1.257,-0.731,-2.488,-4.277,-1.129,-544.798,-289.718,14.557,-178.899,-16.010
83461.010,300.772,0.967,24.912,299.978,294.698,-6.053,-4.458,-2.031,-0.939,-0.756,-4.566,-5.339,-5.671,-3.349,-0.521,1.373,-6.159,1.257,-0.522,-2.073,-5.291,-1.129,-544.798,-289.718,14.557,-178.866,-16.021
83448.916,300.773,0.967,24.914,299.978,294.378,-7.025,-3.455,-2.993,-1.357,-0.216,-5.189,-5.125,-5.029,-2.679,-0.938,1.373,-5.203,0.838,-0.209,-2.177,-4.390,-1.129,-544.798,-289.718,14.557,-178.866,-16.041
83452.947,300.773,0.967,24.907,299.820,294.538,-6.701,-3.678,-2.031,-1.566,-0.756,-4.462,-5.552,-5.457,-3.014,-0.313,1.373,-5.522,1.780,-0.836,-2.591,-3.940,-1.118,-544.798,-289.718,14.557,-178.883,-16.021
83456.979,300.775,0.967,24.913,299.978,294.698,-6.701,-3.901,-1.603,-1.357,-0.324,-4.047,-5.125,-5.778,-3.125,-0.313,1.162,-5.203,1.361,0.209,-2.280,-4.052,-1.118,-544.798,-289.718,14.557,-178.866,-16.010
83452.947,300.772,0.967,24.917,300.057,294.538,-6.593,-4.124,-1.710,-0.835,0.324,-4.047,-5.232,-4.494,-3.125,0.209,1.373,-4.991,1.780,-0.313,-1.762,-4.503,-1.139,-544.798,-289.718,14.557,-178.883,-16.021
83452.947,300.773,0.967,24.914,299.978,294.378,-6.809,-3.232,-2.886,-1.461,-0.432,-4.255,-5.339,-5.029,-2.567,-1.771,0.951,-5.415,0.942,-0.627,-1.866,-3.827,-1.139,-544.798,-289.718,14.557,-178.883,-15.990
83452.947,300.772,0.967,24.920,300.136,294.538,-7.133,-3.455,-1.924,-2.088,-0.324,-4.358,-5.232,-5.457,-3.125,0.209,0.317,-5.628,1.675,-0.940,-2.073,-4.390,-1.129,-544.798,-289.718,14.557,-178.883,-16.000
83452.947,300.772,0.967,24.920,300.136,294.538,-6.269,-3.121,-1.389,-1.148,-0.756,-4.462,-4.912,-5.778,-2.790,0.209,1.373,-5.309,1.257,0.314,-2.591,-3.940,-1.118,-544.798,-289.718,14.557,-178.866,-16.000
