%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82549.915,301.583,0.954,25.011,298.244,298.530,-7.673,-5.016,-2.351,-2.818,-1.943,-5.707,-6.834,-5.993,-3.795,-1.563,0.317,-6.584,0.628,-2.194,-3.628,-5.515,-4.002,-544.798,-289.718,14.557,120.027,-42.004
82557.978,301.583,0.954,25.009,298.244,298.690,-8.105,-5.573,-3.313,-2.296,-1.835,-5.084,-5.659,-6.635,-3.795,-1.354,0.211,-6.477,0.523,-0.940,-3.420,-5.515,-3.992,-544.798,-289.718,14.557,120.027,-41.994
82557.978,301.583,0.954,25.009,298.244,298.530,-7.565,-4.904,-2.672,-1.983,-1.079,-5.499,-5.552,-6.100,-4.242,-1.459,0.423,-6.159,0.523,-1.463,-2.591,-6.078,-3.992,-544.798,-289.718,14.557,120.010,-42.024
82557.978,301.583,0.954,25.019,298.481,298.530,-7.781,-4.347,-3.313,-2.192,-1.079,-5.499,-6.407,-5.779,-3.683,-2.396,0.317,-5.734,0.733,-1.254,-3.420,-5.402,-3.981,-544.798,-289.718,14.557,120.027,-41.994
82562.009,301.581,0.954,25.015,298.402,298.690,-8.321,-4.458,-3.099,-2.714,-1.295,-5.914,-5.766,-6.100,-4.130,-1.146,-0.527,-5.946,0.419,-1.672,-3.213,-4.952,-3.971,-544.798,-289.718,14.557,120.043,-42.014
82557.978,301.585,0.954,25.009,298.244,298.530,-7.132,-5.461,-2.885,-1.879,-1.835,-5.395,-6.300,-5.565,-4.018,-1.979,0.528,-7.008,0.523,-1.045,-3.731,-5.515,-3.992,-544.798,-289.718,14.557,120.043,-42.004
82553.946,301.585,0.954,25.010,298.244,298.690,-7.241,-4.012,-3.313,-2.401,-0.972,-5.499,-5.446,-5.458,-3.349,-1.667,0.317,-5.309,0.105,-0.836,-3.213,-5.402,-3.992,-544.798,-289.718,14.557,120.027,-42.004
82553.946,301.585,0.954,25.010,298.244,298.530,-7.349,-4.681,-3.099,-3.027,-1.295,-5.188,-6.620,-6.100,-3.572,-1.354,0.317,-6.159,1.047,-1.881,-2.902,-5.740,-3.992,-544.798,-289.718,14.557,120.059,-42.014
82553.946,301.583,0.954,25.010,298.244,298.210,-7.781,-5.127,-3.099,-2.087,-1.403,-5.188,-6.193,-6.528,-3.907,-1.771,0.845,-5.946,0.628,-0.522,-3.524,-5.740,-4.002,-544.798,-289.718,14.557,120.027,-42.004
82549.915,301.583,0.954,25.011,298.244,298.370,-7.673,-4.793,-2.885,-2.296,-0.864,-5.188,-6.086,-5.886,-4.576,-1.771,0.211,-6.265,0.419,-1.463,-2.902,-5.852,-3.992,-544.798,-289.718,14.557,120.027,-42.004
82557.978,301.585,0.954,25.006,298.165,298.210,-7.349,-4.235,-3.420,-1.983,-1.187,-5.188,-5.873,-5.886,-3.125,-2.188,0.634,-6.053,0.419,-1.358,-3.006,-5.065,-4.002,-544.798,-289.718,14.557,120.027,-42.004
82553.946,301.585,0.954,25.020,298.481,298.530,-7.565,-4.570,-2.885,-2.296,-0.972,-4.980,-5.552,-5.672,-3.460,-1.146,0.106,-6.159,0.733,-1.358,-3.317,-4.840,-4.013,-544.798,-289.718,14.557,120.010,-42.014
82549.915,301.583,0.954,25.014,298.323,298.370,-6.808,-4.904,-3.206,-2.192,-1.835,-5.603,-5.980,-6.100,-3.683,-1.459,0.951,-7.221,0.838,-0.836,-3.006,-5.402,-4.002,-544.798,-289.718,14.557,120.010,-42.024
82570.072,301.583,0.954,25.008,298.244,298.370,-7.565,-3.790,-3.420,-2.192,-1.187,-6.018,-5.659,-6.207,-4.018,-1.459,0.317,-6.159,0.105,-0.940,-3.317,-5.852,-4.002,-544.798,-289.718,14.557,120.043,-42.024
82562.009,301.585,0.954,25.015,298.402,298.210,-8.213,-4.124,-3.099,-2.609,-1.187,-5.707,-7.047,-6.528,-3.907,-2.084,0.000,-7.008,1.152,-1.881,-3.628,-5.402,-4.013,-544.798,-289.718,14.557,120.043,-42.024
