%Atmospheric Pressure [Pa],Atmospheric Temperature [K],Atmospheric Density [kg/m^3],Airspeed [m/s],Pitot Dynamic Pressure [Pa],Aux Dynamic Pressure [Pa],Scanivalve Pressure 1 [Pa],Scanivalve Pressure 2 [Pa],Scanivalve Pressure 3 [Pa],Scanivalve Pressure 4 [Pa],Scanivalve Pressure 5 [Pa],Scanivalve Pressure 6 [Pa],Scanivalve Pressure 7 [Pa],Scanivalve Pressure 8 [Pa],Scanivalve Pressure 9 [Pa],Scanivalve Pressure 10 [Pa],Scanivalve Pressure 11 [Pa],Scanivalve Pressure 12 [Pa],Scanivalve Pressure 13 [Pa],Scanivalve Pressure 14 [Pa],Scanivalve Pressure 15 [Pa],Scanivalve Pressure 16 [Pa],Angle of Attack [deg],Sting Normal Force [N],Sting Axial Force [N],Sting Pitching Moment [Nm],ELD Probe X axis [mm],ELD Probe Y axis [mm]
82892.583,301.333,0.958,25.028,300.148,296.171,-7.133,-3.901,-2.458,-0.731,-1.079,-4.773,-5.446,-5.671,-3.461,-0.834,1.479,-6.159,1.257,-0.209,-3.213,-4.840,-5.949,-544.798,-289.718,14.557,13.115,-12.158
82900.646,301.333,0.958,25.020,299.990,296.491,-6.917,-3.678,-2.244,-1.253,0.000,-5.085,-5.125,-5.243,-3.126,-1.146,1.162,-5.203,1.466,-0.313,-2.177,-5.291,-5.939,-544.798,-289.718,14.557,13.099,-12.158
82896.615,301.331,0.958,25.017,299.911,296.491,-6.917,-4.124,-2.244,-1.148,-0.648,-4.047,-6.086,-5.778,-3.014,-1.459,1.373,-5.415,0.628,-1.045,-3.213,-4.953,-5.959,-544.798,-289.718,14.557,13.099,-12.158
82896.615,301.335,0.958,25.024,300.069,296.491,-7.998,-3.567,-1.924,-1.357,-0.324,-4.255,-4.805,-5.350,-3.349,-0.729,0.634,-5.309,1.257,-0.522,-2.488,-5.291,-5.949,-544.798,-289.718,14.557,13.099,-12.168
82896.615,301.335,0.958,25.024,300.069,296.171,-7.133,-5.015,-2.886,-1.670,-1.727,-4.981,-5.552,-5.243,-3.907,-1.250,1.057,-6.159,1.466,-1.149,-2.073,-4.390,-5.939,-544.798,-289.718,14.557,13.099,-12.158
82896.615,301.330,0.958,25.021,299.990,296.331,-7.458,-3.232,-2.886,-2.192,-1.295,-5.189,-5.446,-5.029,-3.014,-0.729,1.479,-5.097,1.152,-0.313,-2.488,-4.840,-5.928,-544.798,-289.718,14.557,13.099,-12.178
82892.583,301.335,0.958,25.018,299.911,296.331,-6.917,-3.344,-1.924,-1.566,-0.108,-4.462,-5.552,-4.708,-2.791,-0.417,1.373,-5.203,1.675,-0.731,-2.695,-4.390,-5.949,-544.798,-289.718,14.557,13.115,-12.168
82892.583,301.333,0.958,25.018,299.911,296.491,-7.566,-3.901,-1.817,-0.939,-1.187,-4.670,-5.019,-6.635,-3.461,-0.729,0.951,-5.415,0.942,0.000,-3.420,-4.390,-5.949,-544.798,-289.718,14.557,13.083,-12.168
82892.583,301.335,0.958,25.018,299.911,296.171,-6.701,-4.124,-2.351,-1.044,0.108,-4.255,-4.912,-5.243,-3.349,-0.313,1.268,-5.309,1.571,-0.313,-2.280,-4.728,-5.939,-544.798,-289.718,14.557,13.115,-12.158
82896.615,301.335,0.958,25.021,299.990,296.331,-6.809,-3.567,-2.993,-1.357,-0.648,-3.840,-5.339,-5.564,-3.014,-1.563,1.162,-5.309,1.257,-0.627,-2.384,-3.940,-5.939,-544.798,-289.718,14.557,13.083,-12.178
