1,0.028519,0.97148
1,0.065547,0.93445
1,0.14362,0.85638
1,0.16005,0.83995
1,0.21191,0.78809
1,0.25542,0.74458
1,0.27599,0.72401
1,0.2962,0.7038
1,0.33208,0.66792
1,0.48341,0.51659
1,0.43282,0.56718
1,0.40938,0.59062
1,0.44791,0.55209
1,0.41361,0.58639
1,0.42546,0.57454
1,0.46519,0.53481
1,0.51272,0.48728
1,0.53052,0.46948
1,0.56144,0.43856
1,0.48923,0.51077
1,0.4916,0.5084
1,0.60681,0.39319
1,0.61365,0.38635
1,0.63306,0.36694
1,0.65955,0.34045
1,0.64346,0.35654
1,0.66741,0.33259
1,0.55765,0.44235
1,0.69034,0.30966
1,0.71506,0.28494
1,0.71795,0.28205
1,0.69387,0.30613
1,0.68668,0.31332
1,0.6948,0.3052
1,0.7185,0.2815
1,0.71242,0.28758
1,0.75715,0.24285
1,0.77514,0.22486
1,0.79155,0.20845
1,0.8167,0.1833
1,0.80529,0.19471
1,0.7973,0.2027
1,0.77365,0.22635
1,0.73954,0.26046
1,0.73057,0.26943
1,0.72402,0.27598
1,0.70762,0.29238
1,0.72287,0.27713
1,0.70944,0.29056
1,0.68113,0.31887
1,0.6741,0.3259
1,0.68314,0.31686
1,0.71936,0.28064
1,0.57587,0.42413
1,0.6741,0.3259
1,0.69696,0.30304
1,0.70039,0.29961
1,0.68718,0.31282
1,0.62669,0.37331
1,0.63815,0.36185
1,0.65089,0.34911
1,0.64212,0.35788
1,0.65156,0.34844
1,0.65157,0.34843
1,0.78481,0.21519
1,0.77097,0.22903
1,0.77207,0.22793
1,0.76448,0.23552
1,0.77944,0.22056
1,0.78061,0.21939
1,0.78892,0.21108
1,0.77004,0.22996
1,0.78883,0.21117
1,0.79785,0.20215
1,0.80101,0.19899
1,0.79432,0.20568
1,0.76628,0.23372
1,0.7791,0.2209
1,0.79451,0.20549
1,0.65151,0.34849
1,0.7677,0.2323
1,0.73525,0.26475
1,0.70944,0.29056
1,0.71041,0.28959
1,0.72615,0.27385
1,0.73405,0.26595
1,0.71965,0.28035
1,0.70975,0.29025
1,0.71921,0.28079
1,0.73843,0.26157
1,0.72293,0.27707
1,0.72078,0.27922
1,0.73777,0.26223
1,0.75771,0.24229
1,0.76597,0.23403
1,0.77723,0.22277
1,0.74671,0.25329
1,0.75325,0.24675
1,0.76553,0.23447
1,0.74638,0.25362
1,0.75027,0.24973
1,0.7452,0.2548
1,0.74858,0.25142
1,0.77055,0.22945
1,0.79129,0.20871
1,0.78861,0.21139
1,0.78048,0.21952
1,0.77773,0.22227
1,0.77892,0.22108
1,0.76893,0.23107
1,0.78679,0.21321
1,0.80261,0.19739
1,0.80319,0.19681
1,0.76686,0.23314
1,0.76423,0.23577
1,0.72954,0.27046
1,0.75008,0.24992
1,0.7099,0.2901
1,0.71525,0.28475
1,0.72549,0.27451
1,0.74349,0.25651
1,0.75296,0.24704
1,0.78514,0.21486
1,0.78718,0.21282
1,0.79342,0.20658
1,0.76688,0.23312
1,0.74383,0.25617
1,0.62641,0.37359
1,0.73447,0.26553
1,0.74087,0.25913
1,0.74973,0.25027
1,0.72125,0.27875
1,0.74697,0.25303
1,0.64252,0.35748
1,0.66656,0.33344
1,0.66655,0.33345
1,0.81048,0.18952
1,0.81824,0.18176
1,0.81825,0.18175
1,0.82619,0.17381
1,0.7976,0.2024
1,0.80412,0.19588
1,0.80118,0.19882
1,0.67356,0.32644
1,0.65576,0.34424
1,0.77966,0.22034
1,0.76581,0.23419
1,0.66442,0.33558
1,0.65668,0.34332
1,0.6423,0.3577
1,0.62804,0.37196
1,0.63843,0.36157
1,0.64992,0.35008
1,0.67734,0.32266
1,0.6667,0.3333
1,0.68562,0.31438
1,0.68772,0.31228
1,0.68456,0.31544
1,0.66892,0.33108
1,0.67743,0.32257
1,0.64052,0.35948
1,0.64574,0.35426
1,0.64952,0.35048
1,0.67604,0.32396
1,0.6518,0.3482
1,0.63136,0.36864
1,0.62172,0.37828
1,0.63295,0.36705
1,0.61777,0.38223
1,0.64182,0.35818
1,0.53745,0.46255
1,0.57544,0.42456
1,0.56932,0.43068
1,0.58412,0.41588
1,0.57911,0.42089
1,0.60628,0.39372
1,0.59753,0.40247
1,0.61324,0.38676
1,0.61942,0.38058
1,0.71424,0.28576
1,0.58748,0.41252
1,0.60979,0.39021
1,0.6148,0.3852
1,0.64621,0.35379
1,0.68111,0.31889
1,0.70594,0.29406
1,0.67945,0.32055
1,0.69394,0.30606
1,0.69518,0.30482
1,0.6569,0.3431
1,0.63536,0.36464
1,0.65165,0.34835
1,0.67257,0.32743
1,0.6636,0.3364
1,0.67136,0.32864
1,0.67943,0.32057
1,0.6858,0.3142
1,0.68777,0.31223
1,0.69396,0.30604
1,0.71118,0.28882
1,0.73081,0.26919
1,0.72304,0.27696
1,0.68281,0.31719
1,0.65832,0.34168
1,0.64484,0.35516
1,0.67438,0.32562
1,0.71101,0.28899
1,0.71532,0.28468
1,0.70675,0.29325
1,0.72554,0.27446
1,0.76184,0.23816
